id,SGBH,DMSM1,SGDD,SGFSSJ
335,3.1011E+15,死亡事故,国顺东路出双阳北路东约700米,2014/7/23 15:30
336,3.10113E+15,伤人事故,二热一路二热五路北约15米,2014/7/17 8:05
337,3.10117E+15,死亡事故,叶新公路出中南路东约300米,2014/10/2 18:15
338,3.10117E+15,死亡事故,大叶公路进车亭公路东约1000米,2014/8/19 5:00
339,3.10118E+15,死亡事故,沪昆高速北侧47km约0米,2014/8/28 1:56
340,3.10117E+15,伤人事故,沪松公路进沪亭北路东约200米,2014/7/10 3:01
341,3.10115E+15,死亡事故,港城路出浦东北路西约1000米,2014/8/11 14:00
342,3.10117E+15,伤人事故,新车公路三浜路东北约10米,2014/8/20 5:05
343,3.10113E+15,死亡事故,宝杨路江杨北路(东)东约1米,2014/9/23 18:12
344,3.10115E+15,死亡事故,胜辛北路汇荣路北约1米,2014/11/17 17:28
345,3.10118E+15,死亡事故,沪昆高速出沪方向新浜入口匝道,2014/10/7 14:33
346,3.10117E+15,伤人事故,新松江路出三新北路东约500米,2014/12/8 11:31
347,3.10231E+15,死亡事故,沪陕高速东侧44km约700米,2014/8/8 2:58
348,3.10118E+15,死亡事故,新松江路进西林北路西约100米,2014/9/14 23:19
349,3.10114E+15,死亡事故,百安公路园耀路东约1米,2014/10/2 6:03
350,3.10117E+15,死亡事故,沈海高速西侧亭卫公路出口,2014/10/20 21:05
351,3.10115E+15,死亡事故,京沪高速进沪1216.3km约0米,2014/11/17 21:15
352,3.10102E+15,伤人事故,打浦路隧道中山南一路南约200米,2014/7/21 9:52
353,3.10113E+15,死亡事故,水产路进铁力路东约100米,2014/11/7 15:18
354,3.10115E+15,死亡事故,华夏中路张江路东约1米,2014/10/11 11:00
355,3.10118E+15,死亡事故,长石公路进甘德公路(东)南约200米,2014/10/2 21:44
356,3.10118E+15,死亡事故,车亭公路进同建公路南约500米,2014/10/27 12:45
357,3.10117E+15,死亡事故,沈海高速东侧亭卫公路入口前约20米,2015/1/20 9:38
358,3.10108E+15,死亡事故,真南路出真北路西约50米,2014/11/20 10:20
359,3.10116E+15,死亡事故,内环高架外侧浦东内环高架内圈锦绣下匝道前约300米,2014/10/26 22:57
360,3.10107E+15,伤人事故,中山北路光新路东约5米,2014/10/4 6:35
361,3.10104E+15,伤人事故,漕溪北路出南丹东路约5米,2014/8/19 22:38
362,3.10109E+15,死亡事故,中兴路共和新路北约1米,2014/11/3 14:16
363,3.10112E+15,伤人事故,三鲁公路沈杜公路北约30米,2014/11/26 12:56
364,3.10105E+15,死亡事故,桂林路进吴中路南约250米,2014/12/26 20:01
365,3.10109E+15,死亡事故,瑞虹路出天镇路北约50米,2014/11/26 10:42
366,3.10114E+15,死亡事故,富联路进宝安公路北约60米,2014/7/10 20:25
367,3.10114E+15,伤人事故,长江西路进郁江巷路西约500米,2014/8/7 14:36
368,3.10117E+15,死亡事故,泗陈公路进沪松公路西约100米,2014/10/18 11:14
369,3.10115E+15,死亡事故,浦东北路航津路北约1米,2014/12/3 18:50
370,3.10104E+15,死亡事故,华泾路出位育路西约50米,2014/7/30 15:57
371,3.10113E+15,伤人事故,北青公路华翔路西北约5米,2014/10/13 15:52
372,3.10113E+15,伤人事故,友谊路铁力路路口,2014/12/12 17:44
373,3.10113E+15,伤人事故,中春路颛盛路北约30米,2014/9/11 20:00
374,3.10116E+15,死亡事故,古棕路出美人蕉路西约200米,2014/8/23 8:35
375,3.10113E+15,伤人事故,南大路出制革路西约10米,2014/11/10 21:29
376,3.10112E+15,伤人事故,联友路出纪高路北约200米,2014/9/18 12:21
377,3.10112E+15,死亡事故,吴中路合川路东约0米,2014/10/14 11:35
378,3.10118E+15,死亡事故,大叶公路车亭公路东约5米,2014/10/21 19:54
379,3.1011E+15,死亡事故,中原路翔殷路北约200米,2014/9/23 23:20
380,3.10113E+15,伤人事故,联友路纪高路西北约3米,2014/12/6 6:23
381,3.10108E+15,死亡事故,真光路出梅川路南约150米,2014/7/18 11:45
382,3.10115E+15,死亡事故,卫行路出华夏西路南约360米,2014/9/15 13:36
383,3.10117E+15,死亡事故,金廊公路进亭枫公路南约1000米,2014/11/9 21:00
384,3.10231E+15,死亡事故,合五公路进北沿公路南约1100米,2014/10/15 17:50
385,3.10231E+15,死亡事故,翠竹路进佘山岛路东约200米,2014/11/8 19:07
386,3.10117E+15,死亡事故,松金公路亭枫公路东南约3米,2014/12/28 19:55
387,3.10118E+15,伤人事故,昆港公路出光华路南约100米,2015/1/13 17:04
388,3.10115E+15,死亡事故,川沙路迎宾高速北侧川沙路上匝道北约1米,2014/12/23 18:20
389,3.10118E+15,死亡事故,叶新公路进松金公路东约800米,2014/11/3 12:28
390,3.10116E+15,死亡事故,榕桥路金京路东约2米,2014/12/18 14:42
391,3.10118E+15,伤人事故,昆港公路出佘天昆公路南约300米,2014/12/6 9:08
392,3.10107E+15,死亡事故,曹杨路出固川路北约80米,2014/10/16 15:22
393,3.10223E+15,死亡事故,华申路富特西一路东约00米,2014/11/11 9:55
394,3.10113E+15,伤人事故,虹梅路出吴中路南约50米,2014/12/5 9:42
395,3.10222E+15,死亡事故,东海大道进能源路西约300米,2014/11/3 10:08
396,3.10112E+15,伤人事故,浦星公路永南路北约0米,2014/11/17 20:38
397,3.10116E+15,死亡事故,东亭路进晚霞路南约300米,2015/1/30 8:46
398,3.10112E+15,死亡事故,江川路进昆阳路西约1000米,2014/9/23 19:10
399,3.10116E+15,死亡事故,杨高北路东陆路东约10米,2014/9/20 19:56
400,3.10113E+15,伤人事故,江川路菱川路东约0米,2014/11/30 17:10
401,3.1011E+15,伤人事故,周家嘴路进通州路东约50米,2014/10/25 11:55
402,3.10112E+15,伤人事故,江川路出瑞丽路西约150米,2014/12/12 14:09
403,3.10115E+15,死亡事故,锦绣路进高青路南约150米,2014/10/23 14:20
404,3.10112E+15,伤人事故,三鲁公路东方一路北约10米,2014/10/29 18:48
405,3.10121E+15,死亡事故,叶庄公路东侧1km约200米,2014/12/3 19:31
406,3.10115E+15,死亡事故,川桥路金港路东约1米,2015/1/28 17:25
407,3.10117E+15,伤人事故,玉树路出松汇西路南约100米,2015/1/2 14:15
408,3.10115E+15,死亡事故,博园路联西路东约1米,2014/11/22 17:25
409,3.10114E+15,死亡事故,金昌西路嘉松北路北约2米,2014/11/17 19:00
410,3.10117E+15,伤人事故,上海绕城高速西侧129.2km约20米,2015/1/6 22:22
411,3.10121E+15,死亡事故,环城南路环城西路东约1米,2015/1/8 7:44
412,3.10118E+15,伤人事故,沪松公路张泾路东约1米,2015/1/13 7:46
413,3.10231E+15,死亡事故,三双公路出利民路北约200米,2015/1/9 8:15
414,3.10117E+15,死亡事故,九泾路进涞寅路北约3米,2014/12/10 7:53
415,3.10116E+15,死亡事故,杨高中路进金新路西约10米,2015/2/24 22:25
416,3.10113E+15,伤人事故,兰竹路出青杉路北约100米,2014/10/29 18:36
417,3.10118E+15,死亡事故,人民北路进思贤路南约100米,2014/9/18 18:34
418,3.10227E+15,死亡事故,目华路出北河路北约37米,2014/10/7 17:29
419,3.10116E+15,死亡事故,沪南公路沉香村,2014/11/3 16:10
420,3.1012E+15,死亡事故,望园路进航南公路北约1000米,2014/9/7 6:25
421,3.10115E+15,死亡事故,娄陆公路嘉唐公路东约1000米,2014/11/3 17:14
422,3.10121E+15,死亡事故,海湾路南海公路东约2米,2014/10/18 16:50
423,3.10231E+15,死亡事故,港沿公路出草港公路北约500米,2014/12/8 9:05
424,3.10117E+15,伤人事故,莘砖公路出九新公路东约120米,2015/1/8 7:18
425,3.10112E+15,死亡事故,虹梅南路出金都路北约300米,2014/11/24 19:05
426,3.10113E+15,死亡事故,吴中路进虹梅路西约150米,2015/1/14 4:06
427,3.10117E+15,死亡事故,昆港公路港兴路东约10米,2014/11/5 8:20
428,3.10115E+15,死亡事故,老芦公路进同顺大道北约1000米,2014/10/26 15:15
429,3.10118E+15,伤人事故,松东路出环城路北约200米,2015/1/14 19:50
430,3.10117E+15,伤人事故,龙源路进文汇路北约800米,2015/1/23 21:10
431,3.10113E+15,死亡事故,东川路天星路西约0米,2015/3/2 9:46
432,3.10104E+15,死亡事故,田东路出漕东支路东约150米,2014/11/11 12:26
433,3.1012E+15,死亡事故,团青公路北唐路东约1米,2014/12/2 20:15
434,3.10105E+15,死亡事故,虹桥路出中山西路东约250米,2015/1/17 22:05
435,3.10113E+15,伤人事故,水产路进牡丹江路西约100米,2014/12/14 8:55
436,3.10115E+15,死亡事故,周祝公路进南祝路(西)西约1000米,2014/10/3 9:15
437,3.10113E+15,伤人事故,三鲁公路联航路北约0米,2014/11/9 13:29
438,3.10114E+15,死亡事故,月春路进月罗路南约100米,2014/10/10 8:53
439,3.10113E+15,死亡事故,江杨北路东侧0km约98米,2014/8/15 7:28
440,3.10105E+15,死亡事故,外环高速东侧71.5km前约0米,2014/11/19 1:39
441,3.10119E+15,死亡事故,崧泽大道诸光路东南约5米,2014/11/23 11:39
442,3.10112E+15,伤人事故,北青公路华翔路西南约15米,2015/1/25 17:03
443,3.10113E+15,伤人事故,浦星公路进鲁南路北约500米,2014/9/28 7:20
444,3.10112E+15,伤人事故,沧源路进景谷东路北约150米,2015/3/20 7:35
445,3.10116E+15,死亡事故,漕廊公路进秦弯路东约1000米,2014/12/18 10:42
446,3.10105E+15,死亡事故,虹桥路出凯旋路西约20米,2014/12/4 17:41
447,3.1012E+15,死亡事故,平庄西路六墩村中心路东约1米,2014/11/14 11:06
448,3.10113E+15,死亡事故,朗枫路沪太路东约1米,2014/10/26 7:15
449,3.10115E+15,死亡事故,沪南公路沉香村,2014/11/30 17:50
450,3.10114E+15,死亡事故,南藻路进南藻支路东约200米,2014/11/17 17:08
451,3.10121E+15,死亡事故,浦卫公路进科工路北约200米,2014/9/8 22:00
452,3.10115E+15,死亡事故,秀沿路进康新公路东约150米,2014/10/2 22:49
453,3.10231E+15,死亡事故,北陈公路出陈彷公路北约1000米,2014/11/23 9:25
454,3.10113E+15,伤人事故,元江路莲花南路西约0米,2014/9/29 21:44
455,3.10113E+15,伤人事故,浦星公路沈杜公路北约0米,2015/1/20 19:32
456,3.10112E+15,伤人事故,浦星公路进联航路北约150米,2014/10/23 10:10
457,3.10115E+15,死亡事故,东川公路金海路东约2米,2015/1/1 4:17
458,3.10112E+15,伤人事故,吴中路进吴宝路东约5米,2014/12/15 15:55
459,3.10121E+15,死亡事故,奉柘公路进钦林南路东约100米,2014/12/14 17:30
460,3.10114E+15,死亡事故,伊宁路环南四路(南)西约100米,2014/12/16 18:32
461,3.1012E+15,死亡事故,胡桥新街进浦卫公路东约150米,2014/12/29 8:05
462,3.10118E+15,死亡事故,漕盈公路清河湾路(南)南约10米,2015/1/14 17:37
463,3.10121E+15,死亡事故,浦卫公路光明中心路西约300米,2014/11/8 10:30
464,3.10115E+15,死亡事故,沔北路孙桥路西约1000米,2014/10/2 20:30
465,3.10115E+15,死亡事故,川沙路进川图路北约2米,2014/12/21 17:50
466,3.10118E+15,伤人事故,辰花公路龙源路北约10米,2015/1/24 12:27
467,3.10116E+15,死亡事故,南芦公路出马五公路西约400米,2014/9/22 16:15
468,3.10113E+15,伤人事故,剑川路进沧源路东约300米,2014/10/28 13:00
469,3.10106E+15,死亡事故,新闸路石门二路西约2米,2014/10/14 10:02
470,3.10114E+15,死亡事故,嘉新公路宝安公路东约1米,2014/11/10 14:43
471,3.1012E+15,死亡事故,浦星公路进奉柘公路西约100米,2014/12/25 7:00
472,3.10114E+15,财产损失事故,沪太路行知路东约1米,2014/12/29 7:30
473,3.10114E+15,死亡事故,宝杨路通达路东约1米,2014/11/1 20:53
474,3.10102E+15,死亡事故,金陵中路进普安路东约70米,2014/9/25 22:45
475,3.10109E+15,死亡事故,奎照路进凉城路西约100米,2014/11/23 15:52
476,3.10115E+15,死亡事故,外环高速东侧75.6km约1米,2014/11/4 5:30
477,3.10116E+15,死亡事故,金沪路新金桥路东约10米,2014/10/26 15:12
478,3.10115E+15,死亡事故,曹安公路万镇路西约200米,2014/11/30 10:58
479,3.10121E+15,死亡事故,大叶公路东侧25km约100米,2014/9/9 5:33
480,3.10116E+15,死亡事故,外环高速外侧18km约50米,2014/10/14 9:34
481,3.10113E+15,死亡事故,江杨南路进长江西路南约1377米,2014/10/5 13:55
482,3.1011E+15,死亡事故,四川北路海宁路西约00米,2014/11/18 10:11
483,3.10116E+15,死亡事故,东川公路凌白公路东约1米,2014/12/10 10:55
484,3.10118E+15,死亡事故,广富林路辰塔路西南约15米,2014/12/9 15:55
485,3.10107E+15,死亡事故,武宁南路康定路南约8米,2014/11/1 14:45
486,3.10112E+15,死亡事故,申嘉湖高速西侧33km约300米,2014/11/14 2:50
487,3.10113E+15,伤人事故,牡丹江路盘古路路口,2014/12/29 17:18
488,3.10115E+15,死亡事故,世博大道进白莲泾路南约10米,2015/1/8 10:50
489,3.10115E+15,死亡事故,新环东路进牌楼东路东约150米,2015/1/3 15:16
490,3.10102E+15,死亡事故,鲁班路斜土路北约0米,2014/9/27 10:35
491,3.10118E+15,死亡事故,沪昆高速西侧沪昆高速枫泾收费站广场前约100米,2014/11/21 12:50
492,3.10109E+15,伤人事故,共和新路出大宁路北约500米,2015/1/13 19:22
493,3.10115E+15,死亡事故,胜竹路永新路东约0米,2014/11/13 19:05
494,3.10121E+15,死亡事故,航南公路出泰西路西约5米,2014/12/27 17:30
495,3.1012E+15,死亡事故,浦星公路东侧30km约100米,2014/12/27 7:10
496,3.10105E+15,死亡事故,古北路出长宁路南约10米,2014/11/14 10:48
497,3.1023E+15,死亡事故,,2014/12/5 5:20
498,3.1011E+15,死亡事故,嫩江路出中原路西约150米,2014/11/18 14:10
499,3.10113E+15,财产损失事故,樟岭路盘古路东约0米,2014/12/29 23:28
500,3.10121E+15,死亡事故,扶港路进大叶公路北约100米,2014/11/2 18:46
501,3.10116E+15,死亡事故,亭卫公路进大慈路南约200米,2014/11/10 8:10
502,3.10117E+15,死亡事故,其他路蔷薇村,2014/12/11 17:42
503,3.10109E+15,死亡事故,沪太路出华阴路北约60米,2014/11/7 11:07
504,3.10115E+15,死亡事故,徐潘路出劳动路东约300米,2014/11/21 17:55
505,3.10222E+15,伤人事故,港建路申东路口,2014/11/14 9:17
506,3.10115E+15,伤人事故,博园路新黄路西约10米,2014/12/14 6:00
507,3.10105E+15,死亡事故,冠生园路出桂林路东约100米,2014/12/19 12:18
508,3.10113E+15,死亡事故,华宁路出北松公路南约300米,2015/1/3 6:30
509,3.10117E+15,死亡事故,车亭公路出叶新公路北约1000米,2014/12/26 22:50
510,3.10115E+15,死亡事故,南六公路出宣春路南约500米,2014/9/15 14:20
511,3.10114E+15,死亡事故,长江路长江南路西约30米,2014/12/12 22:46
512,3.10109E+15,死亡事故,四川北路邢家桥南路北约20米,2014/11/8 8:40
513,3.10117E+15,死亡事故,卖新公路马明路西北约10米,2014/10/7 17:06
514,3.10117E+15,伤人事故,泗砖路出长施公路南约70米,2014/12/20 9:43
515,3.10115E+15,死亡事故,沪城环路出橄榄路南约200米,2014/10/5 21:45
516,3.10116E+15,死亡事故,沪南公路出沈庄路南约100米,2014/11/2 18:40
517,3.10114E+15,财产损失事故,江杨北路进富锦路北约20米,2014/12/29 15:00
518,3.10117E+15,伤人事故,辰花路出沪松公路西约10米,2014/10/24 7:37
519,3.10224E+15,伤人事故,富特中路出新灵路北约50米,2014/10/28 8:33
520,3.10114E+15,死亡事故,沈石路进宝安公路西约100米,2014/12/24 21:18
521,3.10118E+15,伤人事故,荣乐东路出联阳路东约20米,2015/1/19 15:45
522,3.10112E+15,伤人事故,中春路北松公路南约200米,2014/10/13 11:11
523,3.10113E+15,死亡事故,沪闵路莘建路西约0米,2014/10/24 20:15
524,3.10118E+15,死亡事故,北松公路进香泾路东约10米,2014/10/28 8:45
525,3.1023E+15,死亡事故,北沿公路进小洋公路东约1500米,2015/1/10 18:00
526,3.10118E+15,死亡事故,练西公路进沪青平公路南约1000米,2014/12/22 16:55
527,3.10114E+15,死亡事故,临洮路靖远路东约1米,2015/1/1 23:35
528,3.10113E+15,死亡事故,北翟路南华街西北约15米,2015/2/24 16:22
529,3.10117E+15,死亡事故,金廊公路进朱吕公路北约200米,2014/10/24 20:32
530,3.1023E+15,死亡事故,,2014/10/23 11:32
531,3.10117E+15,死亡事故,沪松路进繁华路南约50米,2015/1/2 6:08
532,3.10112E+15,死亡事故,吴中路进桂林北路西约200米,2015/1/1 19:30
533,3.10114E+15,死亡事故,洛场路进场联路西约100米,2014/10/9 13:19
534,3.10119E+15,伤人事故,沪青平公路进前云路南约200米,2015/3/11 8:45
535,3.10115E+15,死亡事故,柳湖路树屏路东约1米,2015/3/26 8:43
536,3.10118E+15,死亡事故,沪青平公路蟠龙路西北约5米,2015/2/2 7:20
537,3.10117E+15,伤人事故,方塔北路美能达路北约20米,2015/4/16 19:48
538,3.10118E+15,死亡事故,姚北公路出沪亭南路东约20米,2015/1/5 19:15
539,3.10119E+15,死亡事故,练西公路进老朱枫公路西约600米,2015/1/24 14:23
540,3.10114E+15,死亡事故,胜辛南路进宝安公路东约300米,2014/12/11 19:55
541,3.10115E+15,死亡事故,沪南公路观海路东约1米,2015/1/22 12:56
542,3.10112E+15,死亡事故,北翟路七莘路东南约12米,2015/1/7 22:30
543,3.10118E+15,伤人事故,泗凤公路刘五公路东约5米,2015/1/1 11:33
544,3.10115E+15,死亡事故,顾高公路出陈邵路西约350米,2015/3/3 14:24
545,3.10116E+15,死亡事故,张杨北路外环高速外侧张杨北路上匝道西约5米,2014/11/17 20:41
546,3.10115E+15,死亡事故,昌里路洪山路东约1米,2014/11/6 11:07
547,3.10109E+15,死亡事故,东长治路进高阳路西约100米,2014/10/29 17:00
548,3.10102E+15,死亡事故,人民路新开河路北约0米,2014/11/10 18:10
549,3.10108E+15,死亡事故,曹杨路进宁夏路北约50米,2014/12/26 20:28
550,3.10114E+15,死亡事故,沪宜公路永盛路西约5米,2015/2/22 23:50
551,3.10114E+15,死亡事故,江杨北路出友谊路南约200米,2014/9/21 7:43
552,3.10118E+15,伤人事故,上海绕城高速东侧139km约900米,2015/1/4 1:05
553,3.10116E+15,死亡事故,人民西路进大川公路西约800米,2014/12/19 12:25
554,3.10116E+15,死亡事故,金石南路进漕廊公路北约1000米,2014/12/30 14:40
555,3.1011E+15,伤人事故,临平路瑞虹路东约0米,2015/1/18 12:50
556,3.10115E+15,死亡事故,博乐南路嘉罗公路东约1米,2014/12/27 9:20
557,3.10114E+15,死亡事故,叶城路出永盛路西约50米,2015/2/7 1:18
558,3.10114E+15,死亡事故,罗北路进罗溪路东约389米,2014/10/12 16:26
559,3.10116E+15,死亡事故,外环高速外侧22km约10米,2014/12/8 21:20
560,3.10113E+15,死亡事故,泰和路进同济路西约20米,2014/12/7 12:50
561,3.10112E+15,伤人事故,联友路进鸣嘉路北约300米,2014/10/29 13:35
562,3.10112E+15,死亡事故,沧源路进剑川路南约300米,2014/10/24 10:15
563,3.10118E+15,伤人事故,昆港公路进平原街南约50米,2015/1/13 11:45
564,3.10112E+15,伤人事故,春申路出虹梅南路东约200米,2014/12/12 8:50
565,3.10301E+15,伤人事故,卢浦大桥西侧LDX-048约0米,2014/9/15 7:20
566,3.10117E+15,伤人事故,广富林东路中创路南约15米,2014/10/24 17:37
567,3.10115E+15,死亡事故,南六公路朱明连路西约1米,2014/11/22 10:30
568,3.10106E+15,死亡事故,仙霞西路平塘路东约5米,2014/11/25 6:03
569,3.10115E+15,死亡事故,高桥江东路出凌海路北约150米,2014/12/4 6:09
570,3.10117E+15,死亡事故,荣乐西路出玉树路东约500米,2015/2/12 5:55
571,3.10112E+15,死亡事故,昆阳路剑川路北约200米,2014/10/10 9:40
572,3.10116E+15,死亡事故,罗山路博山路西北约5米,2014/9/16 10:48
573,3.10117E+15,死亡事故,松卫南路进漕廊公路南约20米,2015/1/7 7:45
574,3.10114E+15,死亡事故,沪宜公路进世盛路西约10米,2014/12/22 6:40
575,3.10116E+15,死亡事故,五洲大道南侧杨高北路上匝道,2014/11/20 23:20
576,3.10115E+15,死亡事故,新元南路两港大道东约5米,2014/9/29 10:23
577,3.10115E+15,死亡事故,康桥东路康新公路北约20米,2015/1/24 10:10
578,3.10115E+15,死亡事故,外环高速外侧13.3km约1米,2014/12/25 11:40
579,3.10114E+15,伤人事故,沪太路纬地路东约1米,2015/3/20 22:20
580,3.10113E+15,死亡事故,金石路沪太路路口,2014/11/19 9:52
581,3.10115E+15,死亡事故,嘉行公路进施钱路南约1000米,2015/1/14 17:30
582,3.10121E+15,死亡事故,林海公路进上塑路北约100米,2014/11/24 15:40
583,3.10115E+15,死亡事故,徐曹路开源路东约20米,2014/12/28 17:36
584,3.10113E+15,伤人事故,铁山路进水产路南约900米,2015/3/3 15:20
585,3.10116E+15,死亡事故,华夏西路进康杉路西约80米,2014/11/10 23:50
586,3.10114E+15,死亡事故,其他路洋桥村沈家宅,2014/11/8 18:33
587,3.10114E+15,死亡事故,沪嘉高速东侧23公里km约800米,2015/2/4 14:45
588,3.10118E+15,死亡事故,大叶公路出车亭公路东约850米,2015/1/1 17:38
589,3.10118E+15,伤人事故,松卫北路进塔闵公路北约80米,2015/1/18 12:23
590,3.10115E+15,死亡事故,上海绕城高速外侧54.6km约10米,2014/10/14 0:43
591,3.10112E+15,死亡事故,七莘路中谊路西约0米,2014/10/25 4:57
592,3.10116E+15,死亡事故,金海路顾唐路东约2米,2014/11/29 15:17
593,3.10114E+15,伤人事故,长江南路进淞塘路东约200米,2014/12/29 16:30
594,3.10114E+15,伤人事故,淞宝路淞青路西约0米,2014/12/29 20:50
595,3.10115E+15,死亡事故,宝安公路宝中路东约1米,2014/12/25 16:45
596,3.10117E+15,伤人事故,南乐路出新车公路西约200米,2015/1/14 0:05
597,3.10113E+15,死亡事故,金石路潘泾路路口,2014/12/31 5:21
598,3.10118E+15,死亡事故,华重公路进嘉松中路西约100米,2015/1/26 10:15
599,3.10106E+15,死亡事故,长宁路中山西路南约5米,2014/12/27 20:06
600,3.10107E+15,死亡事故,交通路进中山北路西约100米,2014/10/30 20:38
601,3.10114E+15,死亡事故,沪太公路曹新公路路口,2014/10/24 21:25
602,3.10115E+15,死亡事故,高木桥路进孙环路东约1米,2015/1/15 16:42
603,3.10117E+15,伤人事故,叶家公路出沪松公路东约100米,2015/1/24 14:57
604,3.10116E+15,死亡事故,老芦公路出塘北路北约500米,2014/11/30 11:40
605,3.10113E+15,伤人事故,立跃路万芳路东约10米,2014/10/26 9:45
606,3.10118E+15,死亡事故,莘松路出场西路东约300米,2014/11/21 20:15
607,3.10113E+15,死亡事故,江杨南路藻南路北约1米,2014/12/22 14:06
608,3.10121E+15,死亡事故,平庄东路沿钱公路东约3米,2014/9/17 11:10
609,3.1012E+15,死亡事故,平庄东路奉柘公路西约200米,2014/10/4 14:10
610,3.10105E+15,死亡事故,华山路出江苏路南约200米,2014/10/29 18:09
611,3.10113E+15,死亡事故,外环高速内侧85km约100米,2014/12/1 14:07
612,3.10114E+15,死亡事故,北大街进温宿路北约500米,2014/12/24 20:45
613,3.10116E+15,死亡事故,东川公路金海路东南约15米,2014/12/12 6:12
614,3.1023E+15,死亡事故,团城公路进新申公路东约300米,2014/12/26 6:00
615,3.1023E+15,伤人事故,陈海公路堡镇北路南约15米,2014/10/6 19:10
616,3.10116E+15,死亡事故,川南奉公路出下盐路北约400米,2014/10/18 16:25
617,3.10115E+15,死亡事故,其他路康桥镇锦绣华都小区,2014/11/26 15:42
618,3.10115E+15,死亡事故,华夏东路出凌空路东约150米,2015/1/1 3:05
619,3.10118E+15,死亡事故,华青南路出沪青平公路北约300米,2014/12/13 2:14
620,3.10118E+15,伤人事故,荣乐东路东兴路南约10米,2015/1/14 16:58
621,3.10117E+15,死亡事故,荣乐东路松卫北路东南约15米,2015/3/16 7:14
622,3.10114E+15,伤人事故,水产路进同泰北路西约200米,2014/10/19 16:00
623,3.10115E+15,死亡事故,沈海高速东侧1271.3km约1米,2014/10/31 2:50
624,3.10115E+15,死亡事故,外环高速内侧14km约700米,2014/11/21 22:09
625,3.10116E+15,死亡事故,申嘉湖高速南侧27.3km约30米,2015/1/27 21:00
626,3.10112E+15,死亡事故,沪闵路灯辉路北约50米,2015/1/7 21:00
627,3.10101E+15,伤人事故,南京东路西藏中路南约0米,2014/9/11 16:05
628,3.10115E+15,死亡事故,申嘉湖高速南侧22.8km约50米,2014/9/24 23:10
629,3.10114E+15,死亡事故,新川沙路潘泾路东约1米,2014/11/14 11:14
630,3.10114E+15,死亡事故,平遥路沪太路东约1米,2014/11/5 11:36
631,3.10117E+15,伤人事故,广富林东路出中凯路西约100米,2015/1/13 18:30
632,3.10118E+15,伤人事故,沪松公路广富林路东北约15米,2014/12/30 14:50
633,3.10117E+15,伤人事故,古楼公路出嘉松南路东约50米,2014/12/9 6:24
634,3.10116E+15,死亡事故,川沙路进民春路南约400米,2015/1/6 18:02
635,3.10114E+15,死亡事故,丰华公路丰庄西路西约300米,2014/12/13 7:55
636,3.10108E+15,伤人事故,共和新路永和路北约1米,2014/9/26 5:35
637,3.10119E+15,死亡事故,沪渝高速南侧25km约600米,2015/1/17 1:55
638,3.1012E+15,死亡事故,大叶公路东侧30km约100米,2014/11/30 20:37
639,3.10115E+15,死亡事故,高科东路齐爱路东约1米,2014/12/24 13:42
640,3.10117E+15,死亡事故,青昆公路出青天路南约50米,2014/11/8 6:00
641,3.10113E+15,死亡事故,纪翟路朱建路东南约10米,2014/10/19 23:49
642,3.10107E+15,死亡事故,真南路水厂路东约0米,2015/1/15 0:45
643,3.10121E+15,死亡事故,航塘公路进南奉公路南约700米,2014/12/18 18:20
644,3.10119E+15,死亡事故,白石公路老白石公路南约10米,2014/12/5 5:30
645,3.10115E+15,死亡事故,老芦公路港北路口,2014/12/20 10:50
646,3.10114E+15,死亡事故,墨玉路进昌吉路北约150米,2014/11/8 17:15
647,3.10115E+15,死亡事故,港城路出江泉路东约10米,2014/10/9 20:09
648,3.10116E+15,死亡事故,亭卫公路红旗东路东约1米,2014/12/1 9:35
649,3.10116E+15,死亡事故,浦星公路出红临路北约300米,2014/10/19 22:23
650,3.10115E+15,死亡事故,外环高速外侧75.7km约1米,2014/11/4 22:28
651,3.10113E+15,伤人事故,漕宝路莲花路西约5米,2015/3/29 22:47
652,3.10113E+15,伤人事故,沪太公路顾太路路口,2015/1/19 8:25
653,3.10114E+15,死亡事故,江杨南路呼兰路东约1米,2014/8/27 6:32
654,3.10117E+15,死亡事故,松卫北路进泖亭路北约10米,2014/12/15 15:43
655,3.10117E+15,死亡事故,长兴路进沪松公路东约20米,2014/12/1 23:34
656,3.10115E+15,死亡事故,济阳路进三航路北约500米,2015/1/8 20:30
657,3.10116E+15,死亡事故,外环高速东侧30km约1米,2015/4/1 21:55
658,3.10113E+15,伤人事故,景谷路华宁路东约0米,2015/1/27 22:30
659,3.10118E+15,伤人事故,荣乐东路出方塔北路东约100米,2015/1/13 7:05
660,3.10115E+15,死亡事故,银翔路槎溪路东约1米,2014/12/15 16:34
661,3.10109E+15,死亡事故,霍山路大连路南约00米,2014/11/22 18:50
662,3.10114E+15,死亡事故,沪太路南藻路东约1米,2014/12/14 14:41
663,3.10119E+15,死亡事故,沈太路进沈砖公路南约4000米,2015/1/16 14:00
664,3.10113E+15,死亡事故,虹梅南路进澄江路南约500米,2015/1/8 7:25
665,3.10114E+15,死亡事故,川公路湄星路(东)西南约1米,2014/12/21 8:30
666,3.10231E+15,死亡事故,北沿公路进港沿公路东约1000米,2014/11/1 17:40
667,3.10115E+15,死亡事故,大治河路进英墩路西约800米,2014/11/23 9:15
668,3.10109E+15,死亡事故,汶水东路出逸仙路西约100米,2014/12/13 1:07
