id,SGBH,DMSM1,SGDD,SGFSSJ
327,3101120201400209,死亡事故,浦星公路联跃路东约0米,2014-9-3 7:49:00
328,3101178201400097,伤人事故,泗陈公路进横港公路西约300米,2014-7-17 21:15:00
329,3101122201400211,死亡事故,纪翟路北翟支路东北约5米,2014-9-4 6:45:00
330,3101207201400137,死亡事故,浦卫公路奉庄公路东约1米,2014-10-20 11:45:00
331,3101011201400021,伤人事故,复兴东路出大夫坊东约30米,2014-8-20
332,3101092201400026,伤人事故,宝山路海伦西路南约00米,2014-9-12 14:10:00
333,3101148201400130,死亡事故,城中路城中街西约1米,2014-9-25 15:10:00
334,3101044201400058,死亡事故,百色路龙川北路西约5米,2014-9-9 14:39:00
335,3101101201400026,死亡事故,国顺东路出双阳北路东约700米,2014-7-23 15:30:00
336,3101132201400124,伤人事故,二热一路二热五路北约15米,2014-7-17 8:05:00
337,3101173201400139,死亡事故,叶新公路出中南路东约300米,2014-10-2 18:15:00
338,3101170201400112,死亡事故,大叶公路进车亭公路东约1000米,2014-8-19 5:00:00
339,3101179201400120,死亡事故,沪昆高速北侧47km约0米,2014-8-28 1:56:00
340,3101170201400098,伤人事故,沪松公路进沪亭北路东约200米,2014-7-10 3:01:00
341,3101152201400355,死亡事故,港城路出浦东北路西约1000米,2014-8-11 14:00:00
342,3101174201400122,伤人事故,新车公路三浜路东北约10米,2014-8-20 5:05:00
343,3101134201400156,死亡事故,宝杨路江杨北路(东)东约1米,2014-9-23 18:12:00
344,3101145201400157,死亡事故,胜辛北路汇荣路北约1米,2014-11-17 17:28:00
345,3101175201400141,死亡事故,沪昆高速出沪方向新浜入口匝道,2014-10-7 14:33:00
346,3101170201400188,伤人事故,新松江路出三新北路东约500米,2014-12-8 11:31:00
347,3102309201400086,死亡事故,沪陕高速东侧44km约700米,2014-8-8 2:58:00
348,3101179201400130,死亡事故,新松江路进西林北路西约100米,2014-9-14 23:19:00
349,3101142201400132,死亡事故,百安公路园耀路东约1米,2014-10-2 6:03:00
350,3101168201400093,死亡事故,沈海高速西侧亭卫公路出口,2014-10-20 21:05:00
351,3101148201400156,死亡事故,京沪高速进沪1216.3km约0米,2014-11-17 21:15:00
352,3101017201400018,伤人事故,打浦路隧道中山南一路南约200米,2014-7-21 9:52:00
353,3101130201400190,死亡事故,水产路进铁力路东约100米,2014-11-7 15:18:00
354,3101151201400446,死亡事故,华夏中路张江路东约1米,2014-10-11 11:00:00
355,3101175201400140,死亡事故,长石公路进甘德公路(东)南约200米,2014-10-2 21:44:00
356,3101177201400156,死亡事故,车亭公路进同建公路南约500米,2014-10-27 12:45:00
357,3101166201500007,死亡事故,沈海高速东侧亭卫公路入口前约20米,2015-1-20 9:38:00
358,3101078201400095,死亡事故,真南路出真北路西约50米,2014-11-20 10:20:00
359,3101158201400472,死亡事故,内环高架外侧浦东内环高架内圈锦绣下匝道前约300米,2014-10-26 22:57:00
360,3101074201400088,伤人事故,中山北路光新路东约5米,2014-10-4 6:35:00
361,3101044201400052,伤人事故,漕溪北路出南丹东路约5米,2014-8-19 22:38:00
362,3101089201400041,死亡事故,中兴路共和新路北约1米,2014-11-3 14:16:00
363,3101122201400293,伤人事故,三鲁公路沈杜公路北约30米,2014-11-26 12:56:00
364,3101047201400086,死亡事故,桂林路进吴中路南约250米,2014-12-26 20:01:00
365,3101094201400036,死亡事故,瑞虹路出天镇路北约50米,2014-11-26 10:42:00
366,3101137201400121,死亡事故,富联路进宝安公路北约60米,2014-7-10 20:25:00
367,3101136201400136,伤人事故,长江西路进郁江巷路西约500米,2014-8-7 14:36:00
368,3101171201400149,死亡事故,泗陈公路进沪松公路西约100米,2014-10-18 11:14:00
369,3101154201400537,死亡事故,浦东北路航津路北约1米,2014-12-3 18:50:00
370,3101043201400045,死亡事故,华泾路出位育路西约50米,2014-7-30 15:57:00
371,3101126201400248,伤人事故,北青公路华翔路西北约5米,2014-10-13 15:52:00
372,3101133201400204,伤人事故,友谊路铁力路路口,2014-12-12 17:44:00
373,3101129201400215,伤人事故,中春路颛盛路北约30米,2014-9-11 20:00:00
374,3101157201400370,死亡事故,古棕路出美人蕉路西约200米,2014-8-23 8:35:00
375,3101133201400192,伤人事故,南大路出制革路西约10米,2014-11-10 21:29:00
376,3101123201400222,伤人事故,联友路出纪高路北约200米,2014-9-18 12:21:00
377,3101120201400250,死亡事故,吴中路合川路东约0米,2014-10-14 11:35:00
378,3101176201400151,死亡事故,大叶公路车亭公路东约5米,2014-10-21 19:54:00
379,3101101201400032,死亡事故,中原路翔殷路北约200米,2014-9-23 23:20:00
380,3101129201400300,伤人事故,联友路纪高路西北约3米,2014-12-6 6:23:00
381,3101078201400060,死亡事故,真光路出梅川路南约150米,2014-7-18 11:45:00
382,3101152201400403,死亡事故,卫行路出华夏西路南约360米,2014-9-15 13:36:00
383,3101167201400101,死亡事故,金廊公路进亭枫公路南约1000米,2014-11-9 21:00:00
384,3102306201400114,死亡事故,合五公路进北沿公路南约1100米,2014-10-15 17:50:00
385,3102309201400124,死亡事故,翠竹路进佘山岛路东约200米,2014-11-8 19:07:00
386,3101167201400132,死亡事故,松金公路亭枫公路东南约3米,2014-12-28 19:55:00
387,3101175201500017,伤人事故,昆港公路出光华路南约100米,2015-1-13 17:04:00
388,3101152201400579,死亡事故,川沙路迎宾高速北侧川沙路上匝道北约1米,2014-12-23 18:20:00
389,3101177201400164,死亡事故,叶新公路进松金公路东约800米,2014-11-3 12:28:00
390,3101157201400565,死亡事故,榕桥路金京路东约2米,2014-12-18 14:42:00
391,3101176201400187,伤人事故,昆港公路出佘天昆公路南约300米,2014-12-6 9:08:00
392,3101070201400091,死亡事故,曹杨路出固川路北约80米,2014-10-16 15:22:00
393,3102234201400005,死亡事故,华申路富特西一路东约00米,2014-11-11 9:55:00
394,3101125201400299,伤人事故,虹梅路出吴中路南约50米,2014-12-5 9:42:00
395,3102218201400018,死亡事故,东海大道进能源路西约300米,2014-11-3 10:08:00
396,3101121201400285,伤人事故,浦星公路永南路北约0米,2014-11-17 20:38:00
397,3101159201500040,死亡事故,东亭路进晚霞路南约300米,2015-1-30 8:46:00
398,3101120201400226,死亡事故,江川路进昆阳路西约1000米,2014-9-23 19:10:00
399,3101159201400410,死亡事故,杨高北路东陆路东约10米,2014-9-20 19:56:00
400,3101127201400295,伤人事故,江川路菱川路东约0米,2014-11-30 17:10:00
401,3101098201400028,伤人事故,周家嘴路进通州路东约50米,2014-10-25 11:55:00
402,3101121201400308,伤人事故,江川路出瑞丽路西约150米,2014-12-12 14:09:00
403,3101154201400465,死亡事故,锦绣路进高青路南约150米,2014-10-23 14:20:00
404,3101121201400271,伤人事故,三鲁公路东方一路北约10米,2014-10-29 18:48:00
405,3101209201400186,死亡事故,叶庄公路东侧1km约200米,2014-12-3 19:31:00
406,3101152201500033,死亡事故,川桥路金港路东约1米,2015-1-28 17:25:00
407,3101171201500006,伤人事故,玉树路出松汇西路南约100米,2015-1-2 14:15:00
408,3101149201400159,死亡事故,博园路联西路东约1米,2014-11-22 17:25:00
409,3101142201400155,死亡事故,金昌西路嘉松北路北约2米,2014-11-17 19:00:00
410,3101173201500005,伤人事故,上海绕城高速西侧129.2km约20米,2015-1-6 22:22:00
411,3101205201500002,死亡事故,环城南路环城西路东约1米,2015-1-8 7:44:00
412,3101175201500015,伤人事故,沪松公路张泾路东约1米,2015-1-13 7:46:00
413,3102305201500002,死亡事故,三双公路出利民路北约200米,2015-1-9 8:15:00
414,3101171201400190,死亡事故,九泾路进涞寅路北约3米,2014-12-10 7:53:00
415,3101159201500062,死亡事故,杨高中路进金新路西约10米,2015-2-24 22:25:00
416,3101128201400270,伤人事故,兰竹路出青杉路北约100米,2014-10-29 18:36:00
417,3101179201400132,死亡事故,人民北路进思贤路南约100米,2014-9-18 18:34:00
418,3102268201400004,死亡事故,目华路出北河路北约37米,2014-10-7 17:29:00
419,3101158201400485,死亡事故,沪南公路沉香村,2014-11-3 16:10:00
420,3101203201400108,死亡事故,望园路进航南公路北约1000米,2014-9-7 6:25:00
421,3101145201400145,死亡事故,娄陆公路嘉唐公路东约1000米,2014-11-3 17:14:00
422,3101207201400169,死亡事故,海湾路南海公路东约2米,2014-10-18 16:50:00
423,3102306201400139,死亡事故,港沿公路出草港公路北约500米,2014-12-8 9:05:00
424,3101172201500021,伤人事故,莘砖公路出九新公路东约120米,2015-1-8 7:18:00
425,3101120201400289,死亡事故,虹梅南路出金都路北约300米,2014-11-24 19:05:00
426,3101129201500007,死亡事故,吴中路进虹梅路西约150米,2015-1-14 4:06:00
427,3101170201400167,死亡事故,昆港公路港兴路东约10米,2014-11-5 8:20:00
428,3101150201400469,死亡事故,老芦公路进同顺大道北约1000米,2014-10-26 15:15:00
429,3101179201500023,伤人事故,松东路出环城路北约200米,2015-1-14 19:50:00
430,3101170201500033,伤人事故,龙源路进文汇路北约800米,2015-1-23 21:10:00
431,3101128201500029,死亡事故,东川路天星路西约0米,2015-3-2 9:46:00
432,3101043201400072,死亡事故,田东路出漕东支路东约150米,2014-11-11 12:26:00
433,3101203201400182,死亡事故,团青公路北唐路东约1米,2014-12-2 20:15:00
434,3101054201500001,死亡事故,虹桥路出中山西路东约250米,2015-1-17 22:05:00
435,3101130201400206,伤人事故,水产路进牡丹江路西约100米,2014-12-14 8:55:00
436,3101154201400434,死亡事故,周祝公路进南祝路(西)西约1000米,2014-10-3 9:15:00
437,3101127201400276,伤人事故,三鲁公路联航路北约0米,2014-11-9 13:29:00
438,3101139201400166,死亡事故,月春路进月罗路南约100米,2014-10-10 8:53:00
439,3101131201400139,死亡事故,江杨北路东侧0km约98米,2014-8-15 7:28:00
440,3101054201400034,死亡事故,外环高速东侧71.5km前约0米,2014-11-19 1:39:00
441,3101187201400508,死亡事故,崧泽大道诸光路东南约5米,2014-11-23 11:39:00
442,3101120201500010,伤人事故,北青公路华翔路西南约15米,2015-1-25 17:03:00
443,3101125201400235,伤人事故,浦星公路进鲁南路北约500米,2014-9-28 7:20:00
444,3101123201500043,伤人事故,沧源路进景谷东路北约150米,2015-3-20 7:35:00
445,3101162201400129,死亡事故,漕廊公路进秦弯路东约1000米,2014-12-18 10:42:00
446,3101051201400038,死亡事故,虹桥路出凯旋路西约20米,2014-12-4 17:41:00
447,3101201201400165,死亡事故,平庄西路六墩村中心路东约1米,2014-11-14 11:06:00
448,3101130201400178,死亡事故,朗枫路沪太路东约1米,2014-10-26 7:15:00
449,3101154201400530,死亡事故,沪南公路沉香村,2014-11-30 17:50:00
450,3101138201400195,死亡事故,南�藻路进南�藻支路东约200米,2014-11-17 17:08:00
451,3101207201400110,死亡事故,浦卫公路进科工路北约200米,2014-9-8 22:00:00
452,3101150201400435,死亡事故,秀沿路进康新公路东约150米,2014-10-2 22:49:00
453,3102308201400130,死亡事故,北陈公路出陈彷公路北约1000米,2014-11-23 9:25:00
454,3101129201400238,伤人事故,元江路莲花南路西约0米,2014-9-29 21:44:00
455,3101129201500009,伤人事故,浦星公路沈杜公路北约0米,2015-1-20 19:32:00
456,3101124201400258,伤人事故,浦星公路进联航路北约150米,2014-10-23 10:10:00
457,3101153201500001,死亡事故,东川公路金海路东约2米,2015-1-1 4:17:00
458,3101122201400309,伤人事故,吴中路进吴宝路东约5米,2014-12-15 15:55:00
459,3101205201400192,死亡事故,奉柘公路进钦林南路东约100米,2014-12-14 17:30:00
460,3101143201400171,死亡事故,伊宁路环南四路(南)西约100米,2014-12-16 18:32:00
461,3101204201400203,死亡事故,胡桥新街进浦卫公路东约150米,2014-12-29 8:05:00
462,3101183201500008,死亡事故,漕盈公路清河湾路(南)南约10米,2015-1-14 17:37:00
463,3101209201400158,死亡事故,浦卫公路光明中心路西约300米,2014-11-8 10:30:00
464,3101153201400433,死亡事故,沔北路孙桥路西约1000米,2014-10-2 20:30:00
465,3101154201400569,死亡事故,川沙路进川图路北约2米,2014-12-21 17:50:00
466,3101178201500037,伤人事故,辰花公路龙源路北约10米,2015-1-24 12:27:00
467,3101156201400414,死亡事故,南芦公路出马五公路西约400米,2014-9-22 16:15:00
468,3101127201400267,伤人事故,剑川路进沧源路东约300米,2014-10-28 13:00:00
469,3101062201400037,死亡事故,新闸路石门二路西约2米,2014-10-14 10:02:00
470,3101142201400149,死亡事故,嘉新公路宝安公路东约1米,2014-11-10 14:43:00
471,3101202201400200,死亡事故,浦星公路进奉柘公路西约100米,2014-12-25 7:00:00
472,3101139201400218,财产损失事故,沪太路行知路东约1米,2014-12-29 7:30:00
473,3101137201400187,死亡事故,宝杨路通达路东约1米,2014-11-1 20:53:00
474,3101017201400025,死亡事故,金陵中路进普安路东约70米,2014-9-25 22:45:00
475,3101090201400034,死亡事故,奎照路进凉城路西约100米,2014-11-23 15:52:00
476,3101146201400146,死亡事故,外环高速东侧75.6km约1米,2014-11-4 5:30:00
477,3101157201400471,死亡事故,金沪路新金桥路东约10米,2014-10-26 15:12:00
478,3101148201400162,死亡事故,曹安公路万镇路西约200米,2014-11-30 10:58:00
479,3101205201400109,死亡事故,大叶公路东侧25km约100米,2014-9-9 5:33:00
480,3101157201400451,死亡事故,外环高速外侧18km约50米,2014-10-14 9:34:00
481,3101132201400162,死亡事故,江杨南路进长江西路南约1377米,2014-10-5 13:55:00
482,3101096201400032,死亡事故,四川北路海宁路西约00米,2014-11-18 10:11:00
483,3101157201400552,死亡事故,东川公路凌白公路东约1米,2014-12-10 10:55:00
484,3101175201400191,死亡事故,广富林路辰塔路西南约15米,2014-12-9 15:55:00
485,3101065201400042,死亡事故,武宁南路康定路南约8米,2014-11-1 14:45:00
486,3101121201400283,死亡事故,申嘉湖高速西侧33km约300米,2014-11-14 2:50:00
487,3101134201400222,伤人事故,牡丹江路盘古路路口,2014-12-29 17:18:00
488,3101153201500012,死亡事故,世博大道进白莲泾路南约10米,2015-1-8 10:50:00
489,3101153201500006,死亡事故,新环东路进牌楼东路东约150米,2015-1-3 15:16:00
490,3101017201400026,死亡事故,鲁班路斜土路北约0米,2014-9-27 10:35:00
491,3101177201400175,死亡事故,沪昆高速西侧沪昆高速枫泾收费站广场前约100米,2014-11-21 12:50:00
492,3101088201500003,伤人事故,共和新路出大宁路北约500米,2015-1-13 19:22:00
493,3101148201400153,死亡事故,胜竹路永新路东约0米,2014-11-13 19:05:00
494,3101208201400202,死亡事故,航南公路出泰西路西约5米,2014-12-27 17:30:00
495,3101204201400201,死亡事故,浦星公路东侧30km约100米,2014-12-27 7:10:00
496,3101054201400033,死亡事故,古北路出长宁路南约10米,2014-11-14 10:48:00
497,3102300201400135,死亡事故,北��烦龊旒陈繁痹�米,2014-12-5 5:20:00
498,3101103201400057,死亡事故,嫩江路出中原路西约150米,2014-11-18 14:10:00
499,3101131201400221,财产损失事故,樟岭路盘古路东约0米,2014-12-29 23:28:00
500,3101209201400152,死亡事故,扶港路进大叶公路北约100米,2014-11-2 18:46:00
501,3101161201400105,死亡事故,亭卫公路进大慈路南约200米,2014-11-10 8:10:00
502,3101166201400127,死亡事故,其他路蔷薇村,2014-12-11 17:42:00
503,3101089201400042,死亡事故,沪太路出华阴路北约60米,2014-11-7 11:07:00
504,3101145201400158,死亡事故,徐潘路出劳动路东约300米,2014-11-21 17:55:00
505,3102219201400019,伤人事故,港建路申东路口,2014-11-14 9:17:00
506,3101145201400168,伤人事故,博园路新黄路西约10米,2014-12-14 6:00:00
507,3101045201400085,死亡事故,冠生园路出桂林路东约100米,2014-12-19 12:18:00
508,3101129201500002,死亡事故,华宁路出北松公路南约300米,2015-1-3 6:30:00
509,3101174201400203,死亡事故,车亭公路出叶新公路北约1000米,2014-12-26 22:50:00
510,3101152201400397,死亡事故,南六公路出宣春路南约500米,2014-9-15 14:20:00
511,3101136201400205,死亡事故,长江路长江南路西约30米,2014-12-12 22:46:00
512,3101094201400031,死亡事故,四川北路邢家桥南路北约20米,2014-11-8 8:40:00
513,3101170201400144,死亡事故,卖新公路马明路西北约10米,2014-10-7 17:06:00
514,3101170201400197,伤人事故,泗砖路出长施公路南约70米,2014-12-20 9:43:00
515,3101150201400437,死亡事故,沪城环路出橄榄路南约200米,2014-10-5 21:45:00
516,3101157201400484,死亡事故,沪南公路出沈庄路南约100米,2014-11-2 18:40:00
517,3101136201400217,财产损失事故,江杨北路进富锦路北约20米,2014-12-29 15:00:00
518,3101172201400157,伤人事故,辰花路出沪松公路西约10米,2014-10-24 7:37:00
519,3102239201400004,伤人事故,富特中路出新灵路北约50米,2014-10-28 8:33:00
520,3101144201400178,死亡事故,沈石路进宝安公路西约100米,2014-12-24 21:18:00
521,3101178201500027,伤人事故,荣乐东路出联阳路东约20米,2015-1-19 15:45:00
522,3101124201400247,伤人事故,中春路北松公路南约200米,2014-10-13 11:11:00
523,3101125201400262,死亡事故,沪闵路莘建路西约0米,2014-10-24 20:15:00
524,3101179201400159,死亡事故,北松公路进香泾路东约10米,2014-10-28 8:45:00
525,3102303201500003,死亡事故,北沿公路进小洋公路东约1500米,2015-1-10 18:00:00
526,3101182201400547,死亡事故,练西公路进沪青平公路南约1000米,2014-12-22 16:55:00
527,3101140201500001,死亡事故,临洮路靖远路东约1米,2015-1-1 23:35:00
528,3101129201500025,死亡事故,北翟路南华街西北约15米,2015-2-24 16:22:00
529,3101167201400096,死亡事故,金廊公路进朱吕公路北约200米,2014-10-24 20:32:00
530,3102300201400117,死亡事故,北��方�毖毓�纺显�000米,2014-10-23 11:32:00
531,3101172201500002,死亡事故,沪松路进繁华路南约50米,2015-1-2 6:08:00
532,3101124201500001,死亡事故,吴中路进桂林北路西约200米,2015-1-1 19:30:00
533,3101136201400164,死亡事故,洛场路进场联路西约100米,2014-10-9 13:19:00
534,3101186201500060,伤人事故,沪青平公路进前云路南约200米,2015-3-11 8:45:00
535,3101146201500034,死亡事故,柳湖路树屏路东约1米,2015-3-26 8:43:00
536,3101183201500025,死亡事故,沪青平公路蟠龙路西北约5米,2015-2-2 7:20:00
537,3101173201500104,伤人事故,方塔北路美能达路北约20米,2015-4-16 19:48:00
538,3101175201500004,死亡事故,姚北公路出沪亭南路东约20米,2015-1-5 19:15:00
539,3101186201500014,死亡事故,练西公路进老朱枫公路西约600米,2015-1-24 14:23:00
540,3101144201400166,死亡事故,胜辛南路进宝安公路东约300米,2014-12-11 19:55:00
541,3101153201500027,死亡事故,沪南公路观海路东约1米,2015-1-22 12:56:00
542,3101122201500003,死亡事故,北翟路七莘路东南约12米,2015-1-7 22:30:00
543,3101179201500008,伤人事故,泗凤公路刘五公路东约5米,2015-1-1 11:33:00
544,3101151201500069,死亡事故,顾高公路出陈邵路西约350米,2015-3-3 14:24:00
545,3101155201400506,死亡事故,张杨北路外环高速外侧张杨北路上匝道西约5米,2014-11-17 20:41:00
546,3101153201400491,死亡事故,昌里路洪山路东约1米,2014-11-6 11:07:00
547,3101091201400029,死亡事故,东长治路进高阳路西约100米,2014-10-29 17:00:00
548,3101016201400030,死亡事故,人民路新开河路北约0米,2014-11-10 18:10:00
549,3101075201400105,死亡事故,曹杨路进宁夏路北约50米,2014-12-26 20:28:00
550,3101143201500021,死亡事故,沪宜公路永盛路西约5米,2015-2-22 23:50:00
551,3101138201400154,死亡事故,江杨北路出友谊路南约200米,2014-9-21 7:43:00
552,3101179201500007,伤人事故,上海绕城高速东侧139km约900米,2015-1-4 1:05:00
553,3101156201400570,死亡事故,人民西路进大川公路西约800米,2014-12-19 12:25:00
554,3101162201400135,死亡事故,金石南路进漕廊公路北约1000米,2014-12-30 14:40:00
555,3101096201500001,伤人事故,临平路瑞虹路东约0米,2015-1-18 12:50:00
556,3101147201400180,死亡事故,博乐南路嘉罗公路东约1米,2014-12-27 9:20:00
557,3101142201500014,死亡事故,叶城路出永盛路西约50米,2015-2-7 1:18:00
558,3101135201400169,死亡事故,罗北路进罗溪路东约389米,2014-10-12 16:26:00
559,3101157201400549,死亡事故,外环高速外侧22km约10米,2014-12-8 21:20:00
560,3101131201400203,死亡事故,泰和路进同济路西约20米,2014-12-7 12:50:00
561,3101123201400268,伤人事故,联友路进鸣嘉路北约300米,2014-10-29 13:35:00
562,3101124201400259,死亡事故,沧源路进剑川路南约300米,2014-10-24 10:15:00
563,3101178201500016,伤人事故,昆港公路进平原街南约50米,2015-1-13 11:45:00
564,3101121201400306,伤人事故,春申路出虹梅南路东约200米,2014-12-12 8:50:00
565,3103014201400007,伤人事故,卢浦大桥西侧LDX-048约0米,2014-9-15 7:20:00
566,3101174201400153,伤人事故,广富林东路中创路南约15米,2014-10-24 17:37:00
567,3101152201400517,死亡事故,南六公路朱明连路西约1米,2014-11-22 10:30:00
568,3101059201400035,死亡事故,仙霞西路平塘路东约5米,2014-11-25 6:03:00
569,3101153201400535,死亡事故,高桥江东路出凌海路北约150米,2014-12-4 6:09:00
570,3101172201500042,死亡事故,荣乐西路出玉树路东约500米,2015-2-12 5:55:00
571,3101120201400245,死亡事故,昆阳路剑川路北约200米,2014-10-10 9:40:00
572,3101157201400402,死亡事故,罗山路博山路西北约5米,2014-9-16 10:48:00
573,3101168201500002,死亡事故,松卫南路进漕廊公路南约20米,2015-1-7 7:45:00
574,3101140201400175,死亡事故,沪宜公路进世盛路西约10米,2014-12-22 6:40:00
575,3101155201400513,死亡事故,五洲大道南侧杨高北路上匝道,2014-11-20 23:20:00
576,3101154201400426,死亡事故,新元南路两港大道东约5米,2014-9-29 10:23:00
577,3101150201500030,死亡事故,康桥东路康新公路北约20米,2015-1-24 10:10:00
578,3101154201400581,死亡事故,外环高速外侧13.3km约1米,2014-12-25 11:40:00
579,3101139201500054,伤人事故,沪太路纬地路东约1米,2015-3-20 22:20:00
580,3101132201400198,死亡事故,金石路沪太路路口,2014-11-19 9:52:00
581,3101147201500005,死亡事故,嘉行公路进施钱路南约1000米,2015-1-14 17:30:00
582,3101206201400173,死亡事故,林海公路进上塑路北约100米,2014-11-24 15:40:00
583,3101148201400181,死亡事故,徐曹路开源路东约20米,2014-12-28 17:36:00
584,3101133201500045,伤人事故,铁山路进水产路南约900米,2015-3-3 15:20:00
585,3101156201400497,死亡事故,华夏西路进康杉路西约80米,2014-11-10 23:50:00
586,3101139201400191,死亡事故,其他路洋桥村沈家宅,2014-11-8 18:33:00
587,3101141201500013,死亡事故,沪嘉高速东侧23公里km约800米,2015-2-4 14:45:00
588,3101176201500001,死亡事故,大叶公路出车亭公路东约850米,2015-1-1 17:38:00
589,3101179201500025,伤人事故,松卫北路进塔闵公路北约80米,2015-1-18 12:23:00
590,3101154201400449,死亡事故,上海绕城高速外侧54.6km约10米,2014-10-14 0:43:00
591,3101122201400261,死亡事故,七莘路中谊路西约0米,2014-10-25 4:57:00
592,3101156201400525,死亡事故,金海路顾唐路东约2米,2014-11-29 15:17:00
593,3101139201400216,伤人事故,长江南路进淞塘路东约200米,2014-12-29 16:30:00
594,3101138201400220,伤人事故,淞宝路淞青路西约0米,2014-12-29 20:50:00
595,3101145201400179,死亡事故,宝安公路宝中路东约1米,2014-12-25 16:45:00
596,3101171201500012,伤人事故,南乐路出新车公路西约200米,2015-1-14 0:05:00
597,3101132201400226,死亡事故,金石路潘泾路路口,2014-12-31 5:21:00
598,3101182201500016,死亡事故,华重公路进嘉松中路西约100米,2015-1-26 10:15:00
599,3101055201400039,死亡事故,长宁路中山西路南约5米,2014-12-27 20:06:00
600,3101072201400093,死亡事故,交通路进中山北路西约100米,2014-10-30 20:38:00
601,3101137201400176,死亡事故,沪太公路曹新公路路口,2014-10-24 21:25:00
602,3101150201500022,死亡事故,高木桥路进孙环路东约1米,2015-1-15 16:42:00
603,3101174201500035,伤人事故,叶家公路出沪松公路东约100米,2015-1-24 14:57:00
604,3101157201400527,死亡事故,老芦公路出塘北路北约500米,2014-11-30 11:40:00
605,3101126201400264,伤人事故,立跃路万芳路东约10米,2014-10-26 9:45:00
606,3101178201400176,死亡事故,莘松路出场西路东约300米,2014-11-21 20:15:00
607,3101130201400212,死亡事故,江杨南路�藻南路北约1米,2014-12-22 14:06:00
608,3101205201400114,死亡事故,平庄东路沿钱公路东约3米,2014-9-17 11:10:00
609,3101202201400126,死亡事故,平庄东路奉柘公路西约200米,2014-10-4 14:10:00
610,3101051201400031,死亡事故,华山路出江苏路南约200米,2014-10-29 18:09:00
611,3101131201400202,死亡事故,外环高速内侧85km约100米,2014-12-1 14:07:00
612,3101141201400177,死亡事故,北大街进温宿路北约500米,2014-12-24 20:45:00
613,3101159201400555,死亡事故,东川公路金海路东南约15米,2014-12-12 6:12:00
614,3102303201400149,死亡事故,团城公路进新申公路东约300米,2014-12-26 6:00:00
615,3102301201400111,伤人事故,陈海公路堡镇北路南约15米,2014-10-6 19:10:00
616,3101158201400456,死亡事故,川南奉公路出下盐路北约400米,2014-10-18 16:25:00
617,3101151201400521,死亡事故,其他路康桥镇锦绣华都小区,2014-11-26 15:42:00
618,3101154201500002,死亡事故,华夏东路出凌空路东约150米,2015-1-1 3:05:00
619,3101184201400531,死亡事故,华青南路出沪青平公路北约300米,2014-12-13 2:14:00
620,3101178201500020,伤人事故,荣乐东路东兴路南约10米,2015-1-14 16:58:00
621,3101173201500055,死亡事故,荣乐东路松卫北路东南约15米,2015-3-16 7:14:00
622,3101139201400173,伤人事故,水产路进同泰北路西约200米,2014-10-19 16:00:00
623,3101148201400141,死亡事故,沈海高速东侧1271.3km约1米,2014-10-31 2:50:00
624,3101154201400516,死亡事故,外环高速内侧14km约700米,2014-11-21 22:09:00
625,3101158201500032,死亡事故,申嘉湖高速南侧27.3km约30米,2015-1-27 21:00:00
626,3101122201500005,死亡事故,沪闵路灯辉路北约50米,2015-1-7 21:00:00
627,3101013201400024,伤人事故,南京东路西藏中路南约0米,2014-9-11 16:05:00
628,3101153201400418,死亡事故,申嘉湖高速南侧22.8km约50米,2014-9-24 23:10:00
629,3101135201400194,死亡事故,新川沙路潘泾路东约1米,2014-11-14 11:14:00
630,3101136201400188,死亡事故,平遥路沪太路东约1米,2014-11-5 11:36:00
631,3101173201500019,伤人事故,广富林东路出中凯路西约100米,2015-1-13 18:30:00
632,3101175201400204,伤人事故,沪松公路广富林路东北约15米,2014-12-30 14:50:00
633,3101170201400189,伤人事故,古楼公路出嘉松南路东约50米,2014-12-9 6:24:00
634,3101158201500010,死亡事故,川沙路进民春路南约400米,2015-1-6 18:02:00
635,3101141201400167,死亡事故,丰华公路丰庄西路西约300米,2014-12-13 7:55:00
636,3101081201400036,伤人事故,共和新路永和路北约1米,2014-9-26 5:35:00
637,3101188201500010,死亡事故,沪渝高速南侧25km约600米,2015-1-17 1:55:00
638,3101201201400177,死亡事故,大叶公路东侧30km约100米,2014-11-30 20:37:00
639,3101150201400578,死亡事故,高科东路齐爱路东约1米,2014-12-24 13:42:00
640,3101173201400168,死亡事故,青昆公路出青天路南约50米,2014-11-8 6:00:00
641,3101127201400254,死亡事故,纪翟路朱建路东南约10米,2014-10-19 23:49:00
642,3101073201500002,死亡事故,真南路水厂路东约0米,2015-1-15 0:45:00
643,3101209201400195,死亡事故,航塘公路进南奉公路南约700米,2014-12-18 18:20:00
644,3101185201400520,死亡事故,白石公路老白石公路南约10米,2014-12-5 5:30:00
645,3101153201400564,死亡事故,老芦公路港北路口,2014-12-20 10:50:00
646,3101140201400148,死亡事故,墨玉路进昌吉路北约150米,2014-11-8 17:15:00
647,3101154201400442,死亡事故,港城路出江泉路东约10米,2014-10-9 20:09:00
648,3101163201400117,死亡事故,亭卫公路红旗东路东约1米,2014-12-1 9:35:00
649,3101157201400457,死亡事故,浦星公路出红临路北约300米,2014-10-19 22:23:00
650,3101147201400147,死亡事故,外环高速外侧75.7km约1米,2014-11-4 22:28:00
651,3101129201500050,伤人事故,漕宝路莲花路西约5米,2015-3-29 22:47:00
652,3101132201500017,伤人事故,沪太公路顾太路路口,2015-1-19 8:25:00
