车ID,报警,空车,顶灯状态,高架,刹车,接收时间,GPS测定时间,经度,纬度,速度,方向
00069,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:55,121.404668,31.335758,0.0,79.0
00069,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:05,121.404667,31.335762,0.0,79.0
00069,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:25,121.404677,31.335760,0.0,79.0
00069,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.404683,31.335757,0.0,79.0
00069,0,1,1,0,0,2015-04-01 00:59:41,2015-04-01 00:59:35,121.404680,31.335758,0.0,79.0
00069,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.404672,31.335760,0.0,79.0
00070,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.365575,31.336723,0.0,338.0
00070,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.365575,31.336725,0.0,338.0
00070,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.365575,31.336723,0.0,338.0
00070,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.365573,31.336727,0.0,338.0
00070,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.365573,31.336728,0.0,338.0
00070,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.365572,31.336730,0.0,338.0
00072,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:13,121.404538,31.186925,0.0,98.0
00072,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:23,121.404538,31.186925,0.0,98.0
00072,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:43,121.404538,31.186925,0.0,98.0
00072,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:33,121.404538,31.186925,0.0,98.0
00072,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.404538,31.186925,0.0,98.0
00072,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.404542,31.186918,0.0,98.0
00073,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:40,121.322557,31.119933,0.0,153.0
00073,0,1,1,0,0,2015-04-01 00:59:16,2015-04-01 00:59:10,121.322557,31.119933,0.0,153.0
00073,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:59:00,121.322553,31.119938,0.0,153.0
00073,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:50,121.322557,31.119933,0.0,153.0
00073,0,1,1,0,0,2015-04-01 00:59:26,2015-04-01 00:59:20,121.322557,31.119933,0.0,153.0
00073,0,1,1,0,0,2015-04-01 00:59:36,2015-04-01 00:59:30,121.322557,31.119933,0.0,153.0
00074,0,0,0,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.401910,31.119037,0.0,73.0
00074,0,0,0,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.401912,31.119037,0.0,73.0
00074,0,0,0,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.401910,31.119037,0.0,73.0
00074,0,0,0,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.401910,31.119037,0.0,73.0
00074,0,0,0,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.401912,31.119037,0.0,73.0
00074,0,0,0,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.401912,31.119037,0.0,73.0
00075,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:26,121.298088,31.213600,0.0,348.0
00075,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:06,121.298088,31.213600,0.0,348.0
00075,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:16,121.298088,31.213600,0.0,348.0
00075,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:36,121.298088,31.213600,0.0,348.0
00075,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.298093,31.213603,0.0,348.0
00075,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.298088,31.213600,0.0,348.0
00076,0,1,3,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.487347,31.258042,0.0,65.0
00076,0,1,3,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.487347,31.258042,0.0,65.0
00076,0,1,3,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.487347,31.258042,0.0,65.0
00076,0,1,3,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.487347,31.258042,0.0,65.0
00076,0,1,3,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.487343,31.258042,0.0,65.0
00076,0,1,3,0,0,2015-04-01 00:59:42,2015-04-01 00:59:36,121.487347,31.258042,0.0,65.0
00077,0,0,0,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.478147,31.251780,0.0,344.0
00077,0,0,0,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.478147,31.251780,0.0,344.0
00077,0,0,0,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.478147,31.251780,0.0,344.0
00077,0,0,0,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.478147,31.251780,0.0,344.0
00077,0,0,0,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.478147,31.251780,0.0,344.0
00077,0,0,0,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.478147,31.251778,0.0,344.0
00078,0,0,0,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.376758,31.258038,0.0,113.0
00078,0,0,0,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.376697,31.258057,0.0,113.0
00078,0,0,0,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.376642,31.258063,0.0,113.0
00078,0,0,0,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.376727,31.258047,0.0,113.0
00078,0,0,0,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.376653,31.258065,0.0,113.0
00078,0,0,0,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.376670,31.258062,0.0,113.0
00079,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:12,121.430652,31.242617,0.0,69.0
00079,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.430643,31.242615,0.0,69.0
00079,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.430652,31.242617,0.0,69.0
00079,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:22,121.430643,31.242615,0.0,69.0
00079,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.430643,31.242615,0.0,69.0
00079,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:42,121.430643,31.242615,0.0,69.0
00080,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.521205,31.278927,0.0,122.0
00080,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.521205,31.278927,0.0,122.0
00080,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.521210,31.278923,0.0,122.0
00080,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.521205,31.278927,0.0,122.0
00080,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.521205,31.278927,0.0,122.0
00080,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:39,121.521210,31.278923,0.0,122.0
00081,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:39,121.290722,31.301130,0.0,310.0
00081,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:09,121.290730,31.301128,0.0,310.0
00081,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:58:59,121.290732,31.301130,0.0,310.0
00081,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:19,121.290727,31.301128,0.0,310.0
00081,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:29,121.290723,31.301130,0.0,310.0
00081,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:49,121.290723,31.301127,0.0,310.0
00082,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.623258,31.242413,0.0,301.0
00082,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.623258,31.242413,0.0,301.0
00082,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:54,121.623265,31.242428,0.0,301.0
00082,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.623258,31.242413,0.0,301.0
00082,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.623265,31.242428,0.0,301.0
00082,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.623258,31.242413,0.0,301.0
00082,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:14,121.623258,31.242413,0.0,301.0
00083,0,1,1,0,0,2015-04-01 00:59:56,2015-04-01 00:59:50,121.344133,31.162125,0.0,6.0
00083,0,1,1,0,0,2015-04-01 00:59:36,2015-04-01 00:59:30,121.344133,31.162125,0.0,6.0
00083,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:59:00,121.344133,31.162125,0.0,6.0
00083,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:20,121.344133,31.162125,0.0,6.0
00083,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:10,121.344133,31.162125,0.0,6.0
00083,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:40,121.344133,31.162125,0.0,6.0
00086,0,1,1,0,0,2015-04-01 00:59:58,2015-04-01 00:59:53,121.296098,31.174388,0.0,31.0
00086,0,1,1,0,0,2015-04-01 00:59:38,2015-04-01 00:59:33,121.296098,31.174388,0.0,31.0
00086,0,1,1,0,0,2015-04-01 00:59:18,2015-04-01 00:59:13,121.296098,31.174388,0.0,31.0
00086,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:43,121.296098,31.174388,0.0,31.0
00086,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.296098,31.174388,0.0,31.0
00086,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.296098,31.174388,0.0,31.0
00087,0,1,1,0,0,2015-04-01 00:59:08,2015-04-01 00:59:03,121.388630,31.332770,0.0,8.0
00087,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.388630,31.332770,0.0,8.0
00087,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.388630,31.332770,0.0,8.0
00087,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.388630,31.332770,0.0,8.0
00087,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.388630,31.332770,0.0,8.0
00087,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.388630,31.332770,0.0,8.0
00089,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:18,121.354990,31.242725,0.0,92.0
00089,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:28,121.354990,31.242725,0.0,92.0
00089,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:38,121.354990,31.242725,0.0,92.0
00089,0,1,1,0,0,2015-04-01 00:59:54,2015-04-01 00:59:48,121.354990,31.242725,0.0,92.0
00089,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:08,121.354990,31.242725,0.0,92.0
00089,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:58,121.354990,31.242725,0.0,92.0
00090,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.403352,31.261752,0.0,176.0
00090,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:57,121.403393,31.261652,0.0,176.0
00090,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.403367,31.261745,0.0,176.0
00090,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.403340,31.261743,0.0,176.0
00090,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.403382,31.261732,0.0,176.0
00090,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:07,121.403395,31.261708,0.0,176.0
00093,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.362175,31.303648,0.0,125.0
00093,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.362175,31.303648,0.0,125.0
00093,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:01,121.362175,31.303648,0.0,140.0
00093,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.362175,31.303648,0.0,140.0
00093,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.362175,31.303648,0.0,140.0
00093,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.362177,31.303645,0.0,125.0
00094,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.477630,31.216257,0.0,28.0
00094,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:05,121.477630,31.216257,0.0,28.0
00094,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.477630,31.216257,0.0,28.0
00094,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.477630,31.216257,0.0,28.0
00094,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.477630,31.216257,0.0,28.0
00094,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.477630,31.216257,0.0,28.0
00095,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.332423,31.313183,0.0,73.0
00095,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:05,121.332423,31.313183,0.0,73.0
00095,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:25,121.332423,31.313183,0.0,73.0
00095,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.332423,31.313183,0.0,73.0
00095,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.332423,31.313183,0.0,73.0
00096,0,1,1,0,0,2015-04-01 00:59:03,2015-04-01 00:58:57,121.546220,31.204168,0.0,50.0
00096,0,1,1,0,0,2015-04-01 00:59:33,2015-04-01 00:59:27,121.546220,31.204168,0.0,50.0
00096,0,1,1,0,0,2015-04-01 00:59:53,2015-04-01 00:59:47,121.546220,31.204168,0.0,50.0
00096,0,1,1,0,0,2015-04-01 00:59:43,2015-04-01 00:59:37,121.546220,31.204168,0.0,50.0
00096,0,1,1,0,0,2015-04-01 00:59:23,2015-04-01 00:59:17,121.546220,31.204168,0.0,50.0
00096,0,1,1,0,0,2015-04-01 00:59:13,2015-04-01 00:59:07,121.546220,31.204168,0.0,50.0
00097,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.447188,31.308173,0.0,8.0
00097,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.447188,31.308173,0.0,8.0
00097,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.447188,31.308173,0.0,8.0
00097,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.447188,31.308173,0.0,8.0
00097,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.447188,31.308173,0.0,8.0
00099,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.453422,31.115120,0.0,18.0
00099,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:14,121.453392,31.115067,0.0,10.0
00099,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:24,121.453405,31.115100,0.0,10.0
00099,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.453377,31.115025,0.0,10.0
00099,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:54,121.453375,31.115012,0.0,10.0
00099,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.453412,31.115108,0.0,10.0
00100,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.408765,31.252463,0.0,214.0
00100,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.408765,31.252463,0.0,214.0
00100,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.408765,31.252463,0.0,214.0
00100,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:36,121.408765,31.252463,0.0,214.0
00100,0,1,1,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.408765,31.252463,0.0,214.0
00100,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.408765,31.252463,0.0,214.0
00101,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.512783,31.316525,0.0,169.0
00101,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.512783,31.316525,0.0,169.0
00101,0,1,1,0,0,2015-04-01 00:59:49,2015-04-01 00:59:43,121.512783,31.316525,0.0,169.0
00101,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:23,121.512783,31.316525,0.0,169.0
00101,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.512783,31.316525,0.0,169.0
00101,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.512783,31.316525,0.0,169.0
00104,0,1,1,0,0,2015-04-01 00:59:55,2015-04-01 00:59:50,121.390223,31.178795,0.0,298.0
00104,0,1,1,0,0,2015-04-01 00:59:25,2015-04-01 00:59:20,121.390223,31.178795,0.0,298.0
00104,0,1,1,0,0,2015-04-01 00:59:05,2015-04-01 00:59:00,121.390223,31.178795,0.0,298.0
00104,0,1,1,0,0,2015-04-01 00:59:45,2015-04-01 00:59:40,121.390223,31.178795,0.0,298.0
00104,0,1,1,0,0,2015-04-01 00:59:35,2015-04-01 00:59:30,121.390223,31.178795,0.0,298.0
00104,0,1,1,0,0,2015-04-01 00:59:15,2015-04-01 00:59:10,121.390223,31.178795,0.0,298.0
00105,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:53,121.469047,31.259672,0.0,119.0
00105,0,1,1,0,0,2015-04-01 00:59:39,2015-04-01 00:59:33,121.469047,31.259672,0.0,29.0
00105,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:13,121.469047,31.259672,0.0,29.0
00105,0,1,1,0,0,2015-04-01 00:59:09,2015-04-01 00:59:03,121.469048,31.259672,0.0,119.0
00105,0,1,1,0,0,2015-04-01 00:59:48,2015-04-01 00:59:43,121.469047,31.259672,0.0,29.0
00105,0,1,1,0,0,2015-04-01 00:59:28,2015-04-01 00:59:23,121.469047,31.259672,0.0,29.0
00106,0,1,1,0,0,2015-04-01 00:59:52,2015-04-01 00:59:46,121.328327,31.249920,0.0,168.0
00106,0,1,1,0,0,2015-04-01 00:59:02,2015-04-01 00:58:56,121.328325,31.249925,0.0,168.0
00106,0,1,1,0,0,2015-04-01 00:59:42,2015-04-01 00:59:36,121.328327,31.249920,0.0,168.0
00106,0,1,1,0,0,2015-04-01 00:59:22,2015-04-01 00:59:16,121.328327,31.249920,0.0,168.0
00106,0,1,1,0,0,2015-04-01 00:59:32,2015-04-01 00:59:26,121.328327,31.249920,0.0,168.0
00106,0,1,1,0,0,2015-04-01 00:59:12,2015-04-01 00:59:06,121.328325,31.249925,0.0,168.0
00107,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.362447,31.292020,0.0,126.0
00107,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.362458,31.292007,0.0,126.0
00107,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.362438,31.292038,0.0,126.0
00107,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.362443,31.292043,0.0,126.0
00107,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.362468,31.291995,0.0,126.0
00107,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.362497,31.292028,0.0,126.0
00108,0,1,1,0,0,2015-04-01 00:59:21,2015-04-01 00:59:15,121.302370,31.248033,0.0,10.0
00108,0,1,1,0,0,2015-04-01 00:59:31,2015-04-01 00:59:25,121.302370,31.248033,0.0,10.0
00108,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.302370,31.248032,0.0,10.0
00108,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.302370,31.248032,0.0,10.0
00108,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.302370,31.248033,0.0,10.0
00109,0,1,1,0,0,2015-04-01 00:59:54,2015-04-01 00:59:48,121.469208,31.043947,0.0,21.0
00109,0,1,1,0,0,2015-04-01 00:59:44,2015-04-01 00:59:38,121.469207,31.043942,0.0,21.0
00109,0,1,1,0,0,2015-04-01 00:59:04,2015-04-01 00:58:58,121.469183,31.043922,0.0,21.0
00109,0,1,1,0,0,2015-04-01 00:59:14,2015-04-01 00:59:08,121.469183,31.043917,0.0,21.0
00109,0,1,1,0,0,2015-04-01 00:59:24,2015-04-01 00:59:18,121.469192,31.043922,0.0,21.0
00109,0,1,1,0,0,2015-04-01 00:59:34,2015-04-01 00:59:28,121.469202,31.043933,0.0,21.0
00111,0,0,0,0,0,2015-04-01 00:59:06,2015-04-01 00:59:00,121.535313,31.245443,0.0,109.0
00111,0,0,0,0,0,2015-04-01 00:59:16,2015-04-01 00:59:10,121.535307,31.245482,0.0,109.0
00111,0,0,0,0,0,2015-04-01 00:59:56,2015-04-01 00:59:50,121.535278,31.245540,0.0,109.0
00111,0,0,0,0,0,2015-04-01 00:59:26,2015-04-01 00:59:20,121.535295,31.245518,0.0,109.0
00111,0,0,0,0,0,2015-04-01 00:59:45,2015-04-01 00:59:40,121.535278,31.245550,0.0,109.0
00111,0,0,0,0,0,2015-04-01 00:59:36,2015-04-01 00:59:30,121.535285,31.245542,0.0,109.0
00112,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.372763,31.316350,0.0,279.0
00112,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.372763,31.316350,0.0,279.0
00112,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.372770,31.316367,0.0,279.0
00112,0,1,1,0,0,2015-04-01 00:59:51,2015-04-01 00:59:45,121.372763,31.316350,0.0,279.0
00112,0,1,1,0,0,2015-04-01 00:59:11,2015-04-01 00:59:05,121.372770,31.316367,0.0,279.0
00113,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.638080,31.219517,0.0,227.0
00113,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.638082,31.219517,0.0,227.0
00113,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.638083,31.219517,0.0,227.0
00113,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.638083,31.219515,0.0,227.0
00113,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.638083,31.219517,0.0,227.0
00113,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.638083,31.219515,0.0,227.0
00116,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:15,121.465142,31.228048,0.0,44.0
00116,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:35,121.465138,31.228050,0.0,44.0
00116,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:55,121.465142,31.228048,0.0,44.0
00116,0,1,1,0,0,2015-04-01 00:59:30,2015-04-01 00:59:25,121.465142,31.228048,0.0,44.0
00116,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:05,121.465142,31.228048,0.0,44.0
00116,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:45,121.465138,31.228050,0.0,44.0
00123,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:54,121.342797,31.215907,0.0,200.0
00123,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.342797,31.215910,0.0,200.0
00123,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.342797,31.215910,0.0,200.0
00123,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.342797,31.215910,0.0,200.0
00123,0,1,1,0,0,2015-04-01 00:59:20,2015-04-01 00:59:14,121.342797,31.215910,0.0,200.0
00123,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.342797,31.215907,0.0,200.0
00125,0,1,1,0,0,2015-04-01 00:59:19,2015-04-01 00:59:14,121.403708,31.318392,0.0,195.0
00125,0,1,1,0,0,2015-04-01 00:59:10,2015-04-01 00:59:04,121.403708,31.318392,0.0,195.0
00125,0,1,1,0,0,2015-04-01 00:59:01,2015-04-01 00:58:54,121.403708,31.318392,0.0,195.0
00125,0,1,1,0,0,2015-04-01 00:59:59,2015-04-01 00:59:54,121.403718,31.318400,0.0,195.0
00125,0,1,1,0,0,2015-04-01 00:59:40,2015-04-01 00:59:34,121.403718,31.318400,0.0,195.0
00125,0,1,1,0,0,2015-04-01 00:59:50,2015-04-01 00:59:44,121.403718,31.318400,0.0,195.0
00125,0,1,1,0,0,2015-04-01 00:59:29,2015-04-01 00:59:24,121.403718,31.318400,0.0,195.0
00126,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.407773,31.301988,0.0,172.0
00126,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.407847,31.302057,0.0,169.0
00126,0,1,1,0,0,2015-04-01 00:59:07,2015-04-01 00:59:01,121.407882,31.302085,0.0,169.0
00126,0,1,1,0,0,2015-04-01 00:59:37,2015-04-01 00:59:31,121.407808,31.302013,0.0,169.0
00126,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.407870,31.302100,0.0,169.0
00126,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.407777,31.302032,0.0,169.0
00127,0,0,0,0,0,2015-04-01 00:59:08,2015-04-01 00:59:02,121.481222,31.231697,0.0,328.0
00127,0,0,0,0,0,2015-04-01 00:59:18,2015-04-01 00:59:12,121.481230,31.231697,0.0,328.0
00127,0,0,0,0,0,2015-04-01 00:59:58,2015-04-01 00:59:52,121.481253,31.231692,0.0,328.0
00127,0,0,0,0,0,2015-04-01 00:59:28,2015-04-01 00:59:22,121.481238,31.231697,0.0,328.0
00127,0,0,0,0,0,2015-04-01 00:59:48,2015-04-01 00:59:42,121.481252,31.231697,0.0,328.0
00127,0,0,0,0,0,2015-04-01 00:59:38,2015-04-01 00:59:32,121.481245,31.231697,0.0,328.0
00128,0,1,1,0,0,2015-04-01 00:59:57,2015-04-01 00:59:51,121.367913,31.239340,0.0,292.0
00128,0,1,1,0,0,2015-04-01 00:59:47,2015-04-01 00:59:41,121.367913,31.239340,0.0,292.0
00128,0,1,1,0,0,2015-04-01 00:59:06,2015-04-01 00:59:01,121.367918,31.239342,0.0,292.0
00128,0,1,1,0,0,2015-04-01 00:59:36,2015-04-01 00:59:31,121.367913,31.239340,0.0,292.0
00128,0,1,1,0,0,2015-04-01 00:59:27,2015-04-01 00:59:21,121.367918,31.239342,0.0,292.0
00128,0,1,1,0,0,2015-04-01 00:59:17,2015-04-01 00:59:11,121.367918,31.239342,0.0,292.0
