设备号码,线路编码,站点编码,协议编号,进出站状态,方向,车载上报时间
059L0809,10065,7F870000,42,出站,下行,2015-04-01 23:02:09
059L0809,10065,81890001,42,进站,下行,2015-04-01 23:04:59
059L0809,10065,81890001,42,出站,下行,2015-04-01 23:05:46
059L0809,10065,828A0002,42,进站,下行,2015-04-01 23:06:25
059L0809,10065,828A0002,42,出站,下行,2015-04-01 23:06:32
059L0809,10065,828B0002,42,进站,下行,2015-04-01 23:07:59
059L0809,10065,828B0002,42,出站,下行,2015-04-01 23:08:27
059L0809,10065,848B0001,42,进站,下行,2015-04-01 23:09:17
059L0809,10065,848B0001,42,出站,下行,2015-04-01 23:09:34
059L0809,10065,858A0000,42,进站,下行,2015-04-01 23:10:04
059L0809,10065,858A0000,42,出站,下行,2015-04-01 23:11:15
059L0809,10065,868A0005,42,进站,下行,2015-04-01 23:12:20
059L0809,10065,868A0005,42,出站,下行,2015-04-01 23:12:46
059L0809,10065,88890001,42,进站,下行,2015-04-01 23:14:15
059L0809,10065,88890001,42,出站,下行,2015-04-01 23:14:28
059L0809,10065,8A890000,42,进站,下行,2015-04-01 23:16:17
059L0809,10065,8A890000,42,出站,下行,2015-04-01 23:16:41
059L0809,10065,8C890001,42,进站,下行,2015-04-01 23:18:00
059L0809,10065,8C890001,42,出站,下行,2015-04-01 23:18:29
059L0809,10065,8D890001,42,进站,下行,2015-04-01 23:19:40
059L0809,10065,8D890001,42,出站,下行,2015-04-01 23:19:54
059L0809,10065,8E890001,42,进站,下行,2015-04-01 23:20:20
059L0809,10065,8E890001,42,出站,下行,2015-04-01 23:20:29
059L0809,10065,8F890001,42,进站,下行,2015-04-01 23:21:45
059L0809,10065,8F890001,42,出站,下行,2015-04-01 23:21:58
059L0809,10065,908A0000,42,进站,下行,2015-04-01 23:22:40
059L0809,10065,908A0000,42,出站,下行,2015-04-01 23:23:16
059L0809,10065,918A0007,42,进站,下行,2015-04-01 23:24:25
059L0809,10065,918A0007,42,出站,下行,2015-04-01 23:24:44
059L0809,10065,928B0005,42,进站,下行,2015-04-01 23:25:53
059L0809,10065,928B0005,42,出站,下行,2015-04-01 23:26:07
059L0809,10065,928B0000,42,进站,下行,2015-04-01 23:27:11
059L0809,10065,928B0000,42,出站,下行,2015-04-01 23:27:23
059L0828,10065,828A0002,42,出站,下行,2015-04-01 04:17:58
059L0828,10065,828B0002,42,进站,下行,2015-04-01 04:19:08
059L0828,10065,828B0002,42,出站,下行,2015-04-01 04:19:20
059L0828,10065,848B0001,42,进站,下行,2015-04-01 04:20:38
059L0828,10065,848B0001,42,出站,下行,2015-04-01 04:20:55
059L0828,10065,858A0000,42,进站,下行,2015-04-01 04:21:27
059L0828,10065,858A0000,42,出站,下行,2015-04-01 04:21:41
059L0828,10065,868A0005,42,进站,下行,2015-04-01 04:22:58
059L0828,10065,868A0005,42,出站,下行,2015-04-01 04:23:15
059L0828,10065,88890001,42,进站,下行,2015-04-01 04:24:59
059L0828,10065,88890001,42,出站,下行,2015-04-01 04:25:08
059L0828,10065,8A890000,42,进站,下行,2015-04-01 04:26:11
059L0828,10065,8A890000,42,出站,下行,2015-04-01 04:26:19
059L0828,10065,8C890001,42,进站,下行,2015-04-01 04:27:33
059L0828,10065,8C890001,42,出站,下行,2015-04-01 04:27:47
059L0828,10065,8D890001,42,进站,下行,2015-04-01 04:28:59
059L0828,10065,8D890001,42,出站,下行,2015-04-01 04:29:10
059L0828,10065,8E890001,42,进站,下行,2015-04-01 04:29:36
059L0828,10065,8E890001,42,出站,下行,2015-04-01 04:29:49
059L0828,10065,8F890001,42,进站,下行,2015-04-01 04:31:12
059L0828,10065,8F890001,42,出站,下行,2015-04-01 04:31:24
059L0828,10065,908A0000,42,进站,下行,2015-04-01 04:32:15
059L0828,10065,908A0000,42,出站,下行,2015-04-01 04:32:25
059L0828,10065,948B0001,43,进站,下行,2015-04-01 04:36:45
059L0828,10065,948B0001,43,出站,下行,2015-04-01 04:51:12
059L0828,10065,928B0001,42,进站,下行,2015-04-01 04:53:54
059L0828,10065,928B0001,42,出站,下行,2015-04-01 04:55:10
059L0828,10065,928B0003,42,进站,下行,2015-04-01 04:55:12
059L0828,10065,928B0003,42,出站,下行,2015-04-01 04:55:30
059L0828,10065,918A0006,42,进站,下行,2015-04-01 04:56:00
059L0828,10065,918A0006,42,出站,下行,2015-04-01 04:57:08
059L0828,10065,908A0001,42,进站,下行,2015-04-01 04:57:54
059L0828,10065,908A0001,42,出站,下行,2015-04-01 04:58:20
059L0828,10065,8F890000,42,进站,下行,2015-04-01 04:58:51
059L0828,10065,8F890000,42,出站,下行,2015-04-01 04:59:02
059L0828,10065,8E890000,42,进站,下行,2015-04-01 05:00:02
059L0828,10065,8E890000,42,出站,下行,2015-04-01 05:00:18
059L0828,10065,8D890000,42,进站,下行,2015-04-01 05:00:59
059L0828,10065,8D890000,42,出站,下行,2015-04-01 05:01:09
059L0828,10065,8C890000,42,进站,下行,2015-04-01 05:02:03
059L0828,10065,8C890000,42,出站,下行,2015-04-01 05:02:28
059L0828,10065,8A890001,42,进站,下行,2015-04-01 05:03:49
059L0828,10065,8A890001,42,出站,下行,2015-04-01 05:03:59
059L0828,10065,88890000,42,进站,下行,2015-04-01 05:04:56
059L0828,10065,88890000,42,出站,下行,2015-04-01 05:05:03
059L0828,10065,868A0000,42,进站,下行,2015-04-01 05:06:45
059L0828,10065,868A0000,42,出站,下行,2015-04-01 05:07:22
059L0828,10065,858A0001,42,进站,下行,2015-04-01 05:08:32
059L0828,10065,858A0001,42,出站,下行,2015-04-01 05:09:02
059L0828,10065,848B0000,42,进站,下行,2015-04-01 05:09:37
059L0828,10065,848B0000,42,出站,下行,2015-04-01 05:10:00
059L0828,10065,828A0000,42,进站,下行,2015-04-01 05:11:11
059L0828,10065,828A0000,42,出站,下行,2015-04-01 05:12:20
059L0828,10065,828A0001,42,进站,下行,2015-04-01 05:12:56
059L0828,10065,828A0001,42,出站,下行,2015-04-01 05:13:27
059L0828,10065,8189000E,42,进站,下行,2015-04-01 05:15:09
059L0828,10065,8189000E,42,出站,下行,2015-04-01 05:16:01
059L0828,10065,7E860000,42,进站,下行,2015-04-01 05:19:53
059L0828,10065,7E860000,42,出站,下行,2015-04-01 05:20:22
059L0828,10065,7C840013,42,进站,下行,2015-04-01 05:22:33
059L0828,10065,7C840013,42,出站,下行,2015-04-01 05:23:04
059L0828,10065,7C830010,42,进站,下行,2015-04-01 05:23:38
059L0828,10065,7C830010,42,出站,下行,2015-04-01 05:23:52
059L0828,10065,7C82000B,42,进站,下行,2015-04-01 05:24:26
059L0828,10065,7C82000B,42,出站,下行,2015-04-01 05:25:25
059L0828,10065,7B7F000D,42,进站,下行,2015-04-01 05:27:38
059L0828,10065,7B7F000D,42,出站,下行,2015-04-01 05:27:53
059L0828,10065,7B7E0015,42,进站,下行,2015-04-01 05:28:42
059L0828,10065,7B7E0015,42,出站,下行,2015-04-01 05:28:59
059L0828,10065,7B7E0018,42,进站,下行,2015-04-01 05:29:52
059L0828,10065,7B7E0018,42,出站,下行,2015-04-01 05:30:25
059L0828,10065,7B7C0004,42,进站,下行,2015-04-01 05:32:06
059L0828,10065,7B7C0004,42,出站,下行,2015-04-01 05:32:34
059L0828,10065,7A7C0001,42,进站,下行,2015-04-01 05:33:09
059L0828,10065,7A7C0001,42,出站,下行,2015-04-01 05:33:46
059L0828,10065,797D0001,43,进站,下行,2015-04-01 05:35:03
059L0828,10065,797D0001,43,出站,上行,2015-04-01 05:45:46
059L0828,10065,7A7C0001,42,进站,上行,2015-04-01 05:47:23
059L0828,10065,7B7E0017,42,进站,上行,2015-04-01 05:50:37
059L0828,10065,7B7E0017,42,出站,上行,2015-04-01 05:51:14
059L0828,10065,7B7F000E,42,进站,上行,2015-04-01 05:52:02
059L0828,10065,7B7F000E,42,出站,上行,2015-04-01 05:52:18
059L0828,10065,7B800015,42,进站,上行,2015-04-01 05:53:41
059L0828,10065,7B800015,42,出站,上行,2015-04-01 05:54:16
059L0828,10065,7C82000D,42,进站,上行,2015-04-01 05:56:03
059L0828,10065,7C82000D,42,出站,上行,2015-04-01 05:56:18
059L0828,10065,7C830012,42,进站,上行,2015-04-01 05:56:58
059L0828,10065,7C830012,42,出站,上行,2015-04-01 05:57:23
059L0828,10065,7F870000,42,进站,上行,2015-04-01 06:01:50
059L0828,10065,7F870000,42,出站,上行,2015-04-01 06:02:48
059L0828,10065,81890001,42,进站,上行,2015-04-01 06:06:02
059L0828,10065,81890001,42,出站,上行,2015-04-01 06:06:31
059L0828,10065,828A0002,42,进站,上行,2015-04-01 06:07:09
059L0828,10065,828A0002,42,出站,上行,2015-04-01 06:07:57
059L0828,10065,828B0002,42,进站,上行,2015-04-01 06:08:44
059L0828,10065,828B0002,42,出站,上行,2015-04-01 06:09:12
059L0828,10065,848B0001,42,进站,上行,2015-04-01 06:10:44
059L0828,10065,848B0001,42,出站,上行,2015-04-01 06:11:14
059L0828,10065,858A0000,42,进站,上行,2015-04-01 06:11:44
059L0828,10065,858A0000,42,出站,上行,2015-04-01 06:12:14
059L0828,10065,868A0005,42,进站,上行,2015-04-01 06:13:20
059L0828,10065,868A0005,42,出站,上行,2015-04-01 06:13:40
059L0828,10065,88890001,42,进站,上行,2015-04-01 06:15:18
059L0828,10065,88890001,42,出站,上行,2015-04-01 06:15:42
059L0828,10065,8A890000,42,进站,上行,2015-04-01 06:17:31
059L0828,10065,8A890000,42,出站,上行,2015-04-01 06:17:53
059L0828,10065,8C890001,42,进站,上行,2015-04-01 06:19:01
059L0828,10065,8C890001,42,出站,上行,2015-04-01 06:19:24
059L0828,10065,8D890001,42,进站,上行,2015-04-01 06:20:37
059L0828,10065,8D890001,42,出站,上行,2015-04-01 06:20:59
059L0828,10065,8E890001,42,进站,上行,2015-04-01 06:21:23
059L0828,10065,8E890001,42,出站,上行,2015-04-01 06:21:47
059L0828,10065,8F890001,42,进站,上行,2015-04-01 06:23:50
059L0828,10065,8F890001,42,出站,上行,2015-04-01 06:24:18
059L0828,10065,908A0000,42,进站,上行,2015-04-01 06:25:36
059L0828,10065,908A0000,42,出站,上行,2015-04-01 06:26:04
059L0828,10065,918A0007,42,进站,上行,2015-04-01 06:26:46
059L0828,10065,918A0007,42,出站,上行,2015-04-01 06:27:16
059L0828,10065,928B0005,42,进站,上行,2015-04-01 06:28:26
059L0828,10065,928B0005,42,出站,上行,2015-04-01 06:28:55
059L0828,10065,928B0000,42,进站,上行,2015-04-01 06:30:06
059L0828,10065,928B0000,42,出站,上行,2015-04-01 06:30:33
059L0828,10065,938B000E,42,进站,上行,2015-04-01 06:31:44
059L0828,10065,938B000E,42,出站,上行,2015-04-01 06:32:12
059L0828,10065,938A0001,42,进站,上行,2015-04-01 06:32:46
059L0828,10065,938A0001,42,出站,上行,2015-04-01 06:32:57
059L0828,10065,948B0001,43,进站,上行,2015-04-01 06:33:26
059L0828,10065,948B0001,43,出站,下行,2015-04-01 06:48:25
059L0828,10065,938A0000,42,进站,下行,2015-04-01 06:49:03
059L0828,10065,938A0000,42,出站,下行,2015-04-01 06:49:28
059L0828,10065,938B0010,42,进站,下行,2015-04-01 06:50:42
059L0828,10065,938B0010,42,出站,下行,2015-04-01 06:50:46
059L0828,10065,928B0001,42,进站,下行,2015-04-01 06:52:02
059L0828,10065,928B0001,42,出站,下行,2015-04-01 06:52:29
059L0828,10065,928B0003,42,进站,下行,2015-04-01 06:52:48
059L0828,10065,928B0003,42,出站,下行,2015-04-01 06:53:21
059L0828,10065,918A0006,42,进站,下行,2015-04-01 06:53:48
059L0828,10065,918A0006,42,出站,下行,2015-04-01 06:54:50
059L0828,10065,908A0001,42,进站,下行,2015-04-01 06:55:30
059L0828,10065,908A0001,42,出站,下行,2015-04-01 06:56:42
059L0828,10065,8E890000,42,进站,下行,2015-04-01 06:58:37
059L0828,10065,8E890000,42,出站,下行,2015-04-01 06:58:56
059L0828,10065,8C890000,42,进站,下行,2015-04-01 07:00:35
059L0828,10065,8C890000,42,出站,下行,2015-04-01 07:00:57
059L0828,10065,8A890001,42,进站,下行,2015-04-01 07:02:05
059L0828,10065,8A890001,42,出站,下行,2015-04-01 07:02:29
059L0828,10065,88890000,42,进站,下行,2015-04-01 07:03:18
059L0828,10065,88890000,42,出站,下行,2015-04-01 07:03:38
059L0828,10065,868A0000,42,进站,下行,2015-04-01 07:06:03
059L0828,10065,868A0000,42,出站,下行,2015-04-01 07:06:43
059L0828,10065,858A0001,42,进站,下行,2015-04-01 07:08:10
059L0828,10065,858A0001,42,出站,下行,2015-04-01 07:08:40
059L0828,10065,848B0000,42,进站,下行,2015-04-01 07:09:14
059L0828,10065,848B0000,42,出站,下行,2015-04-01 07:10:02
059L0828,10065,828A0000,42,进站,下行,2015-04-01 07:13:02
059L0828,10065,828A0000,42,出站,下行,2015-04-01 07:14:29
059L0828,10065,828A0001,42,进站,下行,2015-04-01 07:15:43
059L0828,10065,828A0001,42,出站,下行,2015-04-01 07:16:17
059L0828,10065,8189000E,42,进站,下行,2015-04-01 07:18:07
059L0828,10065,8189000E,42,出站,下行,2015-04-01 07:19:18
059L0828,10065,7E860000,42,进站,下行,2015-04-01 07:26:10
059L0828,10065,7E860000,42,出站,下行,2015-04-01 07:26:53
059L0828,10065,7C840013,42,进站,下行,2015-04-01 07:30:01
059L0828,10065,7C840013,42,出站,下行,2015-04-01 07:30:33
059L0828,10065,7C830010,42,进站,下行,2015-04-01 07:31:27
059L0828,10065,7C830010,42,出站,下行,2015-04-01 07:31:42
059L0828,10065,7C82000B,42,进站,下行,2015-04-01 07:33:11
059L0828,10065,7C82000B,42,出站,下行,2015-04-01 07:33:39
059L0828,10065,7B7F000D,42,进站,下行,2015-04-01 07:36:19
059L0828,10065,7B7F000D,42,出站,下行,2015-04-01 07:36:36
059L0828,10065,7B7E0015,42,进站,下行,2015-04-01 07:37:37
059L0828,10065,7B7E0015,42,出站,下行,2015-04-01 07:38:03
059L0828,10065,7B7E0018,42,进站,下行,2015-04-01 07:38:56
059L0828,10065,7B7E0018,42,出站,下行,2015-04-01 07:39:31
059L0828,10065,7B7C0004,42,进站,下行,2015-04-01 07:41:23
059L0828,10065,7B7C0004,42,出站,下行,2015-04-01 07:41:58
059L0828,10065,7A7C0001,42,进站,下行,2015-04-01 07:42:29
059L0828,10065,7A7C0001,42,出站,下行,2015-04-01 07:43:02
059L0828,10065,797D0001,43,进站,下行,2015-04-01 07:44:36
059L0828,10065,797D0001,43,出站,上行,2015-04-01 07:49:49
059L0828,10065,7A7C0001,42,进站,上行,2015-04-01 07:52:16
059L0828,10065,7B7C0004,42,进站,上行,2015-04-01 07:53:29
059L0828,10065,7B7F000E,42,进站,上行,2015-04-01 07:58:14
059L0828,10065,7B7F000E,42,出站,上行,2015-04-01 07:58:41
059L0828,10065,7B800015,42,进站,上行,2015-04-01 08:00:21
059L0828,10065,7B800015,42,出站,上行,2015-04-01 08:01:17
059L0828,10065,7C82000D,42,进站,上行,2015-04-01 08:02:55
059L0828,10065,7C82000D,42,出站,上行,2015-04-01 08:03:09
059L0828,10065,7C830012,42,进站,上行,2015-04-01 08:04:11
059L0828,10065,7C830012,42,出站,上行,2015-04-01 08:04:40
059L0828,10065,7D84000C,42,进站,上行,2015-04-01 08:05:20
059L0828,10065,7D84000C,42,出站,上行,2015-04-01 08:05:50
059L0828,10065,7F870000,42,进站,上行,2015-04-01 08:10:04
059L0828,10065,7F870000,42,出站,上行,2015-04-01 08:10:54
059L0828,10065,81890001,42,进站,上行,2015-04-01 08:13:57
059L0828,10065,81890001,42,出站,上行,2015-04-01 08:15:18
059L0828,10065,828A0002,42,进站,上行,2015-04-01 08:16:22
059L0828,10065,828A0002,42,出站,上行,2015-04-01 08:17:09
059L0828,10065,828B0002,42,进站,上行,2015-04-01 08:18:08
059L0828,10065,828B0002,42,出站,上行,2015-04-01 08:18:36
059L0828,10065,848B0001,42,进站,上行,2015-04-01 08:20:38
059L0828,10065,848B0001,42,出站,上行,2015-04-01 08:21:03
059L0828,10065,858A0000,42,进站,上行,2015-04-01 08:21:37
059L0828,10065,858A0000,42,出站,上行,2015-04-01 08:22:04
059L0828,10065,868A0005,42,进站,上行,2015-04-01 08:24:20
059L0828,10065,868A0005,42,出站,上行,2015-04-01 08:24:57
059L0828,10065,88890001,42,进站,上行,2015-04-01 08:26:32
059L0828,10065,88890001,42,出站,上行,2015-04-01 08:26:55
059L0828,10065,8A890000,42,进站,上行,2015-04-01 08:28:32
059L0828,10065,8A890000,42,出站,上行,2015-04-01 08:28:40
059L0828,10065,8C890001,42,进站,上行,2015-04-01 08:29:46
059L0828,10065,8C890001,42,出站,上行,2015-04-01 08:30:10
059L0828,10065,8D890001,42,进站,上行,2015-04-01 08:31:26
059L0828,10065,8D890001,42,出站,上行,2015-04-01 08:31:56
059L0828,10065,8E890001,42,进站,上行,2015-04-01 08:32:24
059L0828,10065,8E890001,42,出站,上行,2015-04-01 08:32:47
059L0828,10065,8F890001,42,进站,上行,2015-04-01 08:33:53
059L0828,10065,8F890001,42,出站,上行,2015-04-01 08:34:19
059L0828,10065,908A0000,42,进站,上行,2015-04-01 08:36:07
059L0828,10065,908A0000,42,出站,上行,2015-04-01 08:36:36
059L0828,10065,918A0007,42,进站,上行,2015-04-01 08:37:33
059L0828,10065,918A0007,42,出站,上行,2015-04-01 08:38:17
059L0828,10065,928B0005,42,进站,上行,2015-04-01 08:38:48
059L0828,10065,928B0005,42,出站,上行,2015-04-01 08:39:33
059L0828,10065,928B0000,42,进站,上行,2015-04-01 08:40:23
059L0828,10065,928B0000,42,出站,上行,2015-04-01 08:41:35
059L0828,10065,938B000E,42,进站,上行,2015-04-01 08:42:11
059L0828,10065,938B000E,42,出站,上行,2015-04-01 08:42:25
059L0828,10065,938A0001,42,进站,上行,2015-04-01 08:42:56
059L0828,10065,938A0001,42,出站,上行,2015-04-01 08:43:21
059L0828,10065,948B0001,43,进站,上行,2015-04-01 08:43:56
059L0828,10065,868A0000,42,出站,下行,2015-04-01 18:21:24
059L0828,10065,828A0000,42,进站,下行,2015-04-01 18:25:37
059L0828,10065,828A0000,42,出站,下行,2015-04-01 18:26:47
059L0828,10065,828A0001,42,进站,下行,2015-04-01 18:27:22
059L0828,10065,828A0001,42,出站,下行,2015-04-01 18:27:45
059L0828,10065,8189000E,42,进站,下行,2015-04-01 18:29:19
059L0828,10065,8189000E,42,出站,下行,2015-04-01 18:30:00
059L0828,10065,7E860000,42,进站,下行,2015-04-01 18:33:21
059L0828,10065,7E860000,42,出站,下行,2015-04-01 18:34:01
059L0828,10065,7C840013,42,进站,下行,2015-04-01 18:37:18
059L0828,10065,7C840013,42,出站,下行,2015-04-01 18:37:51
059L0828,10065,7C830010,42,进站,下行,2015-04-01 18:38:35
059L0828,10065,7C830010,42,出站,下行,2015-04-01 18:38:54
059L0828,10065,7C82000B,42,进站,下行,2015-04-01 18:39:43
059L0828,10065,7C82000B,42,出站,下行,2015-04-01 18:40:15
059L0828,10065,7B7F000D,42,进站,下行,2015-04-01 18:42:10
059L0828,10065,7B7F000D,42,出站,下行,2015-04-01 18:42:27
059L0828,10065,7B7E0015,42,进站,下行,2015-04-01 18:43:57
059L0828,10065,7B7E0015,42,出站,下行,2015-04-01 18:44:29
059L0828,10065,7B7E0018,42,进站,下行,2015-04-01 18:44:51
059L0828,10065,7B7E0018,42,出站,下行,2015-04-01 18:45:09
059L0828,10065,7B7C0004,42,进站,下行,2015-04-01 18:47:36
059L0828,10065,7B7C0004,42,出站,下行,2015-04-01 18:48:16
059L0828,10065,7A7C0001,42,进站,下行,2015-04-01 18:49:25
059L0828,10065,7A7C0001,42,出站,下行,2015-04-01 18:50:10
059L0828,10065,797D0001,43,进站,下行,2015-04-01 18:53:07
059L0828,10065,797D0001,43,出站,上行,2015-04-01 19:04:51
059L0828,10065,7B7E0017,42,进站,上行,2015-04-01 19:14:36
059L0828,10065,7B7E0017,42,出站,上行,2015-04-01 19:15:21
059L0828,10065,7B7F000E,42,进站,上行,2015-04-01 19:16:22
059L0828,10065,7B7F000E,42,出站,上行,2015-04-01 19:17:03
059L0828,10065,7B800015,42,进站,上行,2015-04-01 19:18:55
059L0828,10065,7B800015,42,出站,上行,2015-04-01 19:20:09
059L0828,10065,7C82000D,42,进站,上行,2015-04-01 19:21:37
059L0828,10065,7C82000D,42,出站,上行,2015-04-01 19:21:52
059L0828,10065,7C830012,42,进站,上行,2015-04-01 19:23:10
059L0828,10065,7C830012,42,出站,上行,2015-04-01 19:23:50
059L0828,10065,7D84000C,42,进站,上行,2015-04-01 19:24:50
059L0828,10065,7D84000C,42,出站,上行,2015-04-01 19:25:25
059L0828,10065,7F870000,42,进站,上行,2015-04-01 19:31:07
059L0828,10065,7F870000,42,出站,上行,2015-04-01 19:32:09
059L0828,10065,81890001,42,进站,上行,2015-04-01 19:35:24
059L0828,10065,81890001,42,出站,上行,2015-04-01 19:36:48
059L0828,10065,828A0002,42,进站,上行,2015-04-01 19:37:35
059L0828,10065,828A0002,42,出站,上行,2015-04-01 19:38:35
059L0828,10065,828B0002,42,进站,上行,2015-04-01 19:39:22
059L0828,10065,828B0002,42,出站,上行,2015-04-01 19:40:01
059L0828,10065,848B0001,42,进站,上行,2015-04-01 19:41:19
059L0828,10065,848B0001,42,出站,上行,2015-04-01 19:41:49
059L0828,10065,858A0000,42,进站,上行,2015-04-01 19:42:23
059L0828,10065,858A0000,42,出站,上行,2015-04-01 19:43:33
059L0828,10065,868A0005,42,进站,上行,2015-04-01 19:44:40
059L0828,10065,868A0005,42,出站,上行,2015-04-01 19:45:37
059L0828,10065,88890001,42,进站,上行,2015-04-01 19:48:23
059L0828,10065,88890001,42,出站,上行,2015-04-01 19:49:06
059L0828,10065,8A890000,42,进站,上行,2015-04-01 19:50:12
059L0828,10065,8A890000,42,出站,上行,2015-04-01 19:50:42
059L0828,10065,8C890001,42,进站,上行,2015-04-01 19:52:02
059L0828,10065,8C890001,42,出站,上行,2015-04-01 19:52:38
059L0828,10065,8D890001,42,进站,上行,2015-04-01 19:54:05
059L0828,10065,8D890001,42,出站,上行,2015-04-01 19:54:33
059L0828,10065,8E890001,42,进站,上行,2015-04-01 19:55:00
059L0828,10065,8E890001,42,出站,上行,2015-04-01 19:55:22
059L0828,10065,8F890001,42,进站,上行,2015-04-01 19:57:08
059L0828,10065,8F890001,42,出站,上行,2015-04-01 19:57:36
059L0828,10065,908A0000,42,进站,上行,2015-04-01 19:58:28
059L0828,10065,908A0000,42,出站,上行,2015-04-01 19:59:14
059L0828,10065,918A0007,42,进站,上行,2015-04-01 20:00:18
059L0828,10065,918A0007,42,出站,上行,2015-04-01 20:01:09
059L0828,10065,928B0005,42,进站,上行,2015-04-01 20:02:07
059L0828,10065,928B0005,42,出站,上行,2015-04-01 20:03:01
059L0828,10065,928B0000,42,进站,上行,2015-04-01 20:04:15
059L0828,10065,928B0000,42,出站,上行,2015-04-01 20:04:45
059L0828,10065,938B000E,42,进站,上行,2015-04-01 20:05:59
059L0828,10065,938B000E,42,出站,上行,2015-04-01 20:06:29
059L0828,10065,938A0001,42,进站,上行,2015-04-01 20:07:07
059L0828,10065,938A0001,42,出站,上行,2015-04-01 20:07:38
059L0828,10065,948B0001,43,进站,上行,2015-04-01 20:08:14
059L0828,10065,948B0001,43,出站,下行,2015-04-01 20:20:38
059L0828,10065,938A0000,42,进站,下行,2015-04-01 20:21:19
059L0828,10065,938A0000,42,出站,下行,2015-04-01 20:21:47
059L0828,10065,938B0010,42,进站,下行,2015-04-01 20:22:27
059L0828,10065,938B0010,42,出站,下行,2015-04-01 20:22:37
059L0828,10065,928B0001,42,进站,下行,2015-04-01 20:24:22
059L0828,10065,928B0001,42,出站,下行,2015-04-01 20:24:51
059L0828,10065,928B0003,42,进站,下行,2015-04-01 20:25:17
059L0828,10065,928B0003,42,出站,下行,2015-04-01 20:25:54
059L0828,10065,918A0006,42,进站,下行,2015-04-01 20:27:21
059L0828,10065,918A0006,42,出站,下行,2015-04-01 20:28:13
059L0828,10065,908A0001,42,进站,下行,2015-04-01 20:29:02
059L0828,10065,908A0001,42,出站,下行,2015-04-01 20:29:41
059L0828,10065,8F890000,42,进站,下行,2015-04-01 20:30:38
059L0828,10065,8F890000,42,出站,下行,2015-04-01 20:30:48
059L0828,10065,8E890000,42,进站,下行,2015-04-01 20:32:14
059L0828,10065,8E890000,42,出站,下行,2015-04-01 20:32:27
059L0828,10065,8D890000,42,进站,下行,2015-04-01 20:33:13
059L0828,10065,8D890000,42,出站,下行,2015-04-01 20:33:37
059L0828,10065,8C890000,42,进站,下行,2015-04-01 20:34:40
059L0828,10065,8C890000,42,出站,下行,2015-04-01 20:34:52
059L0828,10065,8A890001,42,进站,下行,2015-04-01 20:36:26
059L0828,10065,8A890001,42,出站,下行,2015-04-01 20:36:40
059L0828,10065,88890000,42,进站,下行,2015-04-01 20:37:51
059L0828,10065,88890000,42,出站,下行,2015-04-01 20:38:14
059L0828,10065,868A0000,42,进站,下行,2015-04-01 20:40:59
059L0828,10065,868A0000,42,出站,下行,2015-04-01 20:41:34
059L0828,10065,858A0001,42,进站,下行,2015-04-01 20:43:12
059L0828,10065,858A0001,42,出站,下行,2015-04-01 20:43:42
059L0828,10065,848B0000,42,进站,下行,2015-04-01 20:44:15
059L0828,10065,848B0000,42,出站,下行,2015-04-01 20:45:02
059L0828,10065,828A0000,42,进站,下行,2015-04-01 20:46:17
059L0828,10065,828A0000,42,出站,下行,2015-04-01 20:47:30
059L0828,10065,828A0001,42,进站,下行,2015-04-01 20:48:05
059L0828,10065,828A0001,42,出站,下行,2015-04-01 20:48:44
059L0828,10065,8189000E,42,进站,下行,2015-04-01 20:50:04
059L0828,10065,8189000E,42,出站,下行,2015-04-01 20:50:44
059L0828,10065,7E860000,42,进站,下行,2015-04-01 20:54:14
059L0828,10065,7E860000,42,出站,下行,2015-04-01 20:54:44
059L0828,10065,7C840013,42,进站,下行,2015-04-01 20:57:21
059L0828,10065,7C840013,42,出站,下行,2015-04-01 20:57:41
059L0828,10065,7C830010,42,进站,下行,2015-04-01 20:59:01
059L0828,10065,7C830010,42,出站,下行,2015-04-01 20:59:18
059L0828,10065,7C82000B,42,进站,下行,2015-04-01 21:00:03
059L0828,10065,7C82000B,42,出站,下行,2015-04-01 21:00:32
059L0828,10065,7B7F000D,42,进站,下行,2015-04-01 21:02:47
059L0828,10065,7B7F000D,42,出站,下行,2015-04-01 21:03:04
059L0828,10065,7B7E0015,42,进站,下行,2015-04-01 21:04:10
059L0828,10065,7B7E0015,42,出站,下行,2015-04-01 21:04:26
059L0828,10065,7B7E0018,42,进站,下行,2015-04-01 21:04:45
059L0828,10065,7B7E0018,42,出站,下行,2015-04-01 21:05:20
059L0828,10065,7B7C0004,42,进站,下行,2015-04-01 21:07:20
059L0828,10065,7B7C0004,42,出站,下行,2015-04-01 21:07:54
059L0828,10065,7A7C0001,42,进站,下行,2015-04-01 21:08:45
059L0828,10065,7A7C0001,42,出站,下行,2015-04-01 21:09:16
059L0828,10065,797D0001,43,进站,下行,2015-04-01 21:11:10
059L0828,10065,797D0001,43,出站,上行,2015-04-01 21:17:24
059L0828,10065,7A7C0001,42,进站,上行,2015-04-01 21:20:45
059L0828,10065,7B7C0008,42,进站,上行,2015-04-01 21:22:06
059L0828,10065,7B7C0008,42,出站,上行,2015-04-01 21:22:16
059L0828,10065,7B7E0017,42,进站,上行,2015-04-01 21:24:46
059L0828,10065,7B7E0017,42,出站,上行,2015-04-01 21:25:23
059L0828,10065,7B7F000E,42,进站,上行,2015-04-01 21:26:02
059L0828,10065,7B7F000E,42,出站,上行,2015-04-01 21:26:34
059L0828,10065,7B800015,42,进站,上行,2015-04-01 21:27:36
