XLID,ZDID,SZGJFX,ZDMC,SOURCE_LON,SOURCE_LAT
10465,6C7B0004,1,上南路昌里路,121.491,31.1757
10465,6B7B0004,1,上南路德州路,121.492,31.1722
10465,6A7B0001,1,上南路杨思路,121.493,31.1634
10465,687C0000,1,上南路海阳路,121.497,31.1574
10465,677D0000,1,上南路华夏西路,121.501,31.1529
10465,667D0002,1,凌兆路上南路,121.502,31.1482
10465,667C0000,1,凌兆路灵岩南路,121.496,31.1459
10465,657A0001,1,凌兆路济阳路,121.486,31.1429
10465,667A0001,1,上浦路济阳路,121.486,31.147
10466,77A6000B,0,川沙（益民大星村）,121.716,31.2241
10466,77A50010,0,青暮路联华超市,121.713,31.2242
10466,77A5000C,0,青暮路塘西中心路,121.71,31.2237
10466,77A4000D,0,青暮路青六路,121.708,31.223
10466,77A3000C,0,青暮路益民一队,121.706,31.2226
10466,77A3000D,0,青暮路绿化公司,121.704,31.2219
10466,76A3000B,0,青暮路立诚化工厂,121.702,31.2215
10466,76A3000D,0,益华路青暮路,121.701,31.221
10466,76A3000E,0,益华路益民村,121.702,31.2178
10466,75A3000B,0,益华路勤益路,121.703,31.2141
10466,74A40001,0,益华路跃东路,121.703,31.2104
10466,73A40003,0,益华路华夏东路,121.705,31.2046
10466,72A30007,0,北市街华夏东路,121.698,31.2014
10466,71A30004,0,东城壕路中市街,121.702,31.1986
10466,71A30006,0,新川路川黄路,121.701,31.1972
10466,71A30003,0,新川路石皮路,121.698,31.1964
10466,71A20000,0,川沙路新源路,121.693,31.1971
10466,72A10000,0,川沙路新德路,121.693,31.1999
10466,72A10006,0,华夏东路川沙路,121.688,31.202
10466,72A00004,0,华夏东路妙境路,121.683,31.2016
10466,729F0001,0,华夏东路华东路,121.675,31.2001
10466,719D0007,0,华夏东路华夏三路,121.671,31.1992
10466,719D0001,0,华夏东路沙田公寓,121.668,31.1986
10466,719C0016,0,华夏东路德川路,121.662,31.1976
10466,719B0005,0,华夏东路唐陆路,121.657,31.1965
10466,719A0000,0,华夏东路孙新路,121.651,31.1948
10466,70980001,0,华夏东路孙弘路,121.644,31.1925
10466,6F960001,0,华夏东路孙环路,121.632,31.1899
10466,6F950001,0,张江路华夏中路,121.626,31.1894
10466,71940000,0,张江路华益路,121.623,31.196
10466,72930002,0,张江路高科中路,121.618,31.2012
10466,73920000,0,张江路紫薇路,121.611,31.2073
10466,74910000,0,张江路祖冲之路,121.608,31.2119
10466,75910001,0,张江路郭守敬路,121.606,31.2175
10466,77910000,0,金桥路龙东大道,121.604,31.2246
10466,79900000,0,金桥路金明路,121.602,31.23
10466,7A900000,0,三桥,121.601,31.235
10466,7B8F0000,0,金桥路锦绣东路,121.597,31.2413
10466,7C8F0004,0,金桥路川桥路,121.592,31.2469
10466,7C8E0000,0,新金桥路金桥路,121.589,31.2479
10466,7C8D0011,0,红枫路新金桥路,121.586,31.2462
10466,7C8D0001,0,红枫路蓝天路,121.585,31.2467
10466,7D8B0007,0,金杨路金口路,121.576,31.2516
10466,7D8B0006,0,金杨路云山路,121.573,31.2498
10466,7C8A0001,0,金杨路居家桥路,121.567,31.2487
10466,7C890002,0,羽山路德平路,121.563,31.2467
10466,7B880001,0,羽山路崮山路,121.557,31.2422
10466,7A870010,0,灵山路崮山路,121.557,31.2389
10466,79860002,0,灵山路苗圃路,121.55,31.2355
10466,79850000,0,灵山路民生路,121.545,31.2337
10466,79850003,0,灵山路桃林路,121.541,31.2318
10466,78830004,0,灵山路源深路,121.534,31.2288
10466,79830003,0,源深路张杨路,121.531,31.2331
10466,79820001,0,张杨路源深路,121.528,31.2345
10466,79800000,0,张杨路东方路,121.519,31.2316
10466,787F0005,0,浦东南路张杨路,121.512,31.2306
10466,797F0001,0,浦东南路东昌路,121.51,31.2343
10466,797D0001,0,东昌路渡口,121.501,31.2321
10466,797D0001,1,东昌路渡口,121.501,31.232
10466,797F0000,1,浦东南路东昌路,121.51,31.2341
10466,787F0002,1,张杨路浦东南路,121.513,31.2296
10466,79800001,1,张杨路东方路,121.518,31.2317
10466,79820000,1,张杨路源深路,121.528,31.2343
10466,79830000,1,源深路张杨路,121.53,31.2335
10466,78830003,1,灵山路源深路,121.534,31.2286
10466,79850002,1,灵山路桃林路,121.54,31.2316
10466,79850001,1,灵山路民生路,121.546,31.2338
10466,79860003,1,灵山路苗圃路,121.55,31.2356
10466,7A870011,1,灵山路崮山路,121.557,31.2389
10466,7B870002,1,崮山路羽山路,121.556,31.2413
10466,7C890001,1,羽山路德平路,121.563,31.2466
10466,7C8A0000,1,金杨路居家桥路,121.567,31.2485
10466,7D8B0001,1,金杨路云山路,121.572,31.2496
10466,7D8B0002,1,金杨路金口路,121.576,31.2514
10466,7C8D0002,1,红枫路蓝天路,121.585,31.2465
10466,7C8D0012,1,红枫路新金桥路,121.586,31.2459
10466,7C8E0001,1,新金桥路金桥路,121.588,31.2475
10466,7C8E0002,1,金桥路川桥路,121.592,31.2474
10466,7B8F0001,1,金桥路锦绣东路,121.598,31.2392
10466,7A900001,1,三桥,121.601,31.2346
10466,79900001,1,金桥路金明路,121.602,31.2297
10466,77900000,1,金桥路龙东大道,121.603,31.2248
10466,7691000B,1,张江路郭守敬路,121.606,31.2183
10466,74910001,1,张江路祖冲之路,121.608,31.2125
10466,73920005,1,张江路紫薇路,121.613,31.205
10466,72930001,1,张江路高科中路,121.618,31.2006
10466,71940001,1,张江路华益路,121.622,31.1969
10466,6F950000,1,张江路华夏中路,121.626,31.1897
10466,6F960000,1,华夏东路孙环路,121.633,31.1896
10466,70980000,1,华夏东路孙弘路,121.643,31.192
10466,709A0000,1,华夏东路孙新路,121.65,31.1943
10466,719B0004,1,华夏东路唐陆路,121.658,31.1961
10466,719C0015,1,华夏东路德川路,121.664,31.1975
10466,719D0002,1,华夏东路沙田公寓,121.668,31.1982
10466,729E0001,1,华夏东路华夏三路,121.673,31.1994
10466,729E0000,1,华夏东路华东路,121.678,31.2001
10466,72A00005,1,华夏东路妙境路,121.682,31.201
10466,72A10007,1,华夏东路川沙路,121.689,31.2017
10466,72A10001,1,川沙路新德路,121.692,31.2006
10466,71A20003,1,川沙路新源路,121.693,31.197
10466,71A30002,1,新川路石皮路,121.698,31.1962
10466,71A30007,1,新川路川黄路,121.7,31.1967
10466,71A30005,1,东城壕路中市街,121.702,31.1988
10466,72A30003,1,华夏东路车站路,121.699,31.2021
10466,73A40002,1,益华路华夏东路,121.705,31.2049
10466,74A40000,1,益华路跃东路,121.703,31.2104
10466,75A3000C,1,益华路勤益路,121.702,31.2145
10466,76A3000F,1,益华路益民村,121.702,31.2183
10466,76A30010,1,益华路青暮路,121.701,31.2209
10466,76A30011,1,青暮路立诚化工厂,121.702,31.2215
10466,77A3000E,1,青暮路绿化公司,121.704,31.222
10466,77A4000E,1,青暮路益民一队,121.706,31.2224
10466,77A4000F,1,青暮路青六路,121.709,31.2232
10466,77A5000D,1,青暮路塘西中心路,121.711,31.2236
10466,77A50011,1,青暮路联华超市,121.714,31.2244
10466,77A6000B,1,川沙（益民大星村）,121.716,31.2242
10467,59770001,0,塘口,121.471,31.0891
10467,59780001,0,塘浦路陈行路,121.474,31.0898
10467,5B780001,0,建中塑料厂,121.473,31.0959
10467,5C77000C,0,近浦针织厂,121.471,31.1028
10467,5D770001,0,浦江村,121.469,31.1091
10467,5E780000,0,天马绣衣厂,121.475,31.1115
10467,5F780000,0,康家里,121.474,31.1174
10467,6078000D,0,阳光三林学校,121.474,31.1207
10467,61780000,0,临江村,121.473,31.1255
10467,62770001,0,立丰船厂,121.472,31.1284
10467,63770001,0,新春村,121.471,31.1331
10467,65770006,0,久丰村,121.47,31.1404
10467,65770000,0,林昌中学,121.47,31.1436
10467,66790000,0,归泾村,121.48,31.1467
10467,667A0002,0,上浦路济阳路,121.486,31.1469
10467,667B0000,0,上浦路长清路,121.491,31.148
10467,667C0002,0,灵岩南路凌兆路,121.495,31.1459
10467,667D0001,0,凌兆路上南路,121.501,31.1479
10467,677D0002,0,上南路华夏西路,121.502,31.1525
10467,687C0002,0,上南路海阳路,121.497,31.157
10467,6A7B0002,0,上南路杨思路,121.493,31.163
10467,6B7B0002,0,上南路德州路,121.492,31.1723
10467,6C7B0000,0,上南路昌里路,121.491,31.1752
10467,6D7B0002,0,浦东南路上南路,121.491,31.1807
10467,6F7C0001,0,浦东南路高科西路（上海长途东站）,121.497,31.185
10467,717D0002,0,浦东南路华丰路,121.503,31.1948
10467,727E0005,0,浦东南路浦三路,121.505,31.1988
10467,737E0015,0,龙阳路浦东南路,121.508,31.2046
10467,737E0015,1,龙阳路浦东南路,121.508,31.2046
10467,727E0000,1,浦东南路浦三路,121.508,31.202
10467,707D0019,1,浦东南路华丰路,121.502,31.1935
10467,6F7C0000,1,浦东南路高科西路（上海长途东站）,121.497,31.1856
10467,6D7B0001,1,上南路浦东南路,121.49,31.1793
10467,6C7B0004,1,上南路昌里路,121.491,31.1756
10467,6B7B0004,1,上南路德州路,121.492,31.172
10467,6A7B0001,1,上南路杨思路,121.493,31.1631
10467,687C0000,1,上南路海阳路,121.497,31.1575
10467,677D0000,1,上南路华夏西路,121.501,31.1528
10467,667D0002,1,凌兆路上南路,121.503,31.1483
10467,667C0000,1,凌兆路灵岩南路,121.496,31.1458
10467,66790001,1,归泾村,121.48,31.1466
10467,65770001,1,林昌中学,121.47,31.1437
10467,65770005,1,久丰村,121.47,31.1401
10467,63770002,1,新春村,121.471,31.1331
10467,62770000,1,立丰船厂,121.472,31.1288
10467,61780001,1,临江村,121.473,31.1253
10467,6078000E,1,阳光三林学校,121.474,31.121
10467,5F780001,1,康家里,121.474,31.118
10467,5E780001,1,天马绣衣厂,121.475,31.1116
10467,5D770000,1,浦江村,121.469,31.1092
10467,5C77000B,1,近浦针织厂,121.471,31.1026
10467,5B780000,1,建中塑料厂,121.473,31.0962
10467,59780000,1,塘浦路陈行路,121.474,31.0905
10467,59770001,1,塘口,121.471,31.089
10468,687E0001,0,云台路杨南路,121.507,31.1568
10468,687D0005,0,杨南路洪山路,121.505,31.1552
10468,677C0003,0,杨南路上南路,121.499,31.1535
10468,687B0005,0,灵岩南路海阳路,121.492,31.1559
10468,687C0003,0,海阳路上南路,121.495,31.1588
10468,6A7B0002,0,上南路杨思路,121.494,31.1631
10468,6B7B0002,0,上南路德州路,121.492,31.172
10468,6C7B0001,0,成山路上南路,121.493,31.1734
10468,6C7D0004,0,成山路洪山路,121.499,31.174
10468,6C7D0003,0,成山路云台路,121.502,31.1743
10468,6D7D0007,0,云莲路昌里东路,121.502,31.1799
10468,6E7D0002,0,齐河路云莲路,121.502,31.1823
10468,6E7F0001,0,齐河路南码头路,121.509,31.1843
10468,6F7F0000,0,浦三路齐河路,121.514,31.1876
10468,707F0003,0,东方路浦三路,121.512,31.1944
10468,71800000,0,东方路兰陵路,121.514,31.1968
10468,72800000,0,东方路东三里桥路,121.517,31.2005
10468,72800002,0,东方路龙阳路,121.518,31.2036
10468,74810000,0,东方路浦建路,121.521,31.2088
10468,74810010,0,东方路蓝村路,121.523,31.2126
10468,76820000,0,东方路峨山路,121.525,31.2185
10468,78810000,0,潍坊路崂山路,121.521,31.2275
10468,78800001,0,崂山路张杨路,121.519,31.2294
10468,777A0000,0,河南南路复兴东路,121.485,31.225
10468,787A0000,0,河南南路福佑路,121.483,31.2284
10468,79790002,0,福建中路延安东路,121.478,31.2336
10468,7978000A,0,福州路浙江中路,121.476,31.2351
10468,79770000,0,人民广场（广东路）,121.472,31.2328
10468,79770000,1,人民广场（广东路）,121.473,31.2328
10468,78780005,1,淮海东路西藏南路,121.477,31.2279
10468,787A0002,1,河南南路福佑路,121.483,31.2287
10468,777A0001,1,河南南路复兴东路,121.485,31.2252
10468,79800001,1,张杨路东方路,121.519,31.2314
10468,78810006,1,东方路潍坊路,121.522,31.2297
10468,78810008,1,东方路浦电路,121.523,31.2262
10468,76810000,1,东方路峨山路,121.525,31.2189
10468,74810001,1,东方路蓝村路,121.523,31.2128
10468,73810000,1,东方路浦建路,121.52,31.2084
10468,72800003,1,东方路龙阳路,121.519,31.2061
10468,72800001,1,东方路东三里桥路,121.517,31.202
10468,717F001B,1,东方路兰陵路,121.513,31.1962
10468,6F7F0001,1,浦三路齐河路,121.514,31.187
10468,6E7E0000,1,齐河路南码头路,121.509,31.1847
10468,6E7D0001,1,齐河路云莲路,121.503,31.1826
10468,6D7D0006,1,云莲路昌里东路,121.502,31.1801
10468,6C7D0000,1,成山路云台路,121.502,31.1747
10468,6C7C0002,1,成山路洪山路,121.499,31.1744
10468,6B7B0004,1,上南路德州路,121.492,31.1722
10468,6A7B0001,1,上南路杨思路,121.493,31.1634
10468,687C0001,1,海阳路上南路,121.495,31.159
10468,687B0004,1,灵岩南路海阳路,121.492,31.1566
10468,677C0002,1,杨南路上南路,121.499,31.1534
10468,687D0004,1,杨南路洪山路,121.503,31.1544
10468,687E0001,1,云台路杨南路,121.507,31.1565
10469,687A0000,0,海阳路长清路,121.488,31.1565
10469,687B0003,0,海阳路灵岩南路,121.492,31.1576
10469,687C0003,0,海阳路上南路,121.495,31.1586
10469,6A7B0002,0,上南路杨思路,121.494,31.1632
10469,6B7B0002,0,上南路德州路,121.492,31.1723
10469,6C7B0000,0,上南路昌里路,121.491,31.1752
10469,6D7B0002,0,浦东南路上南路,121.492,31.1806
10469,6E7C0001,0,浦东南路洪山路,121.494,31.1821
10469,6F7C0001,0,浦东南路高科西路（上海长途东站）,121.497,31.1852
10469,717D0002,0,浦东南路华丰路,121.503,31.1946
10469,727E0005,0,浦东南路浦三路,121.506,31.1988
10469,757F0000,0,浦东南路宁阳路,121.514,31.2145
10469,76800000,0,浦东南路浦电路,121.515,31.2223
10469,7B800015,0,昌邑路东方路,121.517,31.2438
10469,7C830011,0,昌邑路桃林路,121.531,31.2466
10469,7D84000B,0,昌邑路苗圃路,121.539,31.2494
10469,7D860013,0,浦东大道罗山路,121.546,31.2519
10469,7F870000,0,浦东大道德平路,121.553,31.2582
10469,7F880002,0,浦东大道居家桥路,121.556,31.2603
10469,81890001,0,浦东大道金桥路,121.565,31.2673
10469,828A0002,0,八号桥,121.57,31.271
10469,828B0002,0,浦东大道五莲路,121.572,31.2754
10469,838B0002,0,五莲路莱阳路,121.576,31.2768
10469,828C0002,0,五莲路兰城路,121.581,31.2722
10469,818C0000,0,兰城路博兴路,121.578,31.2686
10469,808D0002,0,博兴路张杨北路,121.584,31.2667
10469,818E0001,0,博兴路荷泽路,121.589,31.268
10469,808E0000,0,荷泽路长岛路,121.591,31.2656
10469,7F8E0001,0,台儿庄路长岛路,121.588,31.262
10469,7F8E0001,1,台儿庄路长岛路,121.588,31.2619
10469,808E0001,1,荷泽路长岛路,121.592,31.2654
10469,818E0000,1,博兴路荷泽路,121.589,31.2682
10469,808D0000,1,博兴路张杨北路,121.584,31.2668
10469,818C0011,1,兰城路博兴路,121.579,31.2686
10469,828C0001,1,五莲路兰城路,121.581,31.2725
10469,828C0000,1,五莲路莱阳路,121.578,31.2758
10469,828A0000,1,浦东大道五莲路,121.572,31.275
10469,828A0001,1,八号桥,121.57,31.2714
10469,8189000E,1,浦东大道金桥路,121.565,31.2675
10469,7F880005,1,浦东大道居家桥路,121.556,31.2605
10469,7E860000,1,浦东大道德平路,121.55,31.2566
10469,7D85000E,1,昌邑路罗山路,121.545,31.2528
10469,7C840013,1,昌邑路苗圃路,121.538,31.2489
10469,7C82000B,1,昌邑路桃林路,121.528,31.2462
10469,7B7F000F,1,昌邑路东方路,121.512,31.2439
10469,7A7E0012,1,浦东南路浦东大道,121.507,31.239
10469,797F0004,1,浦东南路商城路,121.51,31.2329
10469,777F0000,1,浦东南路潍坊路,121.514,31.2238
10469,767F0002,1,浦东南路浦电路,121.514,31.2214
10469,757F0001,1,浦东南路宁阳路,121.514,31.2146
10469,747F0001,1,浦东南路浦建路,121.512,31.2118
10469,727E0004,1,浦东南路浦三路,121.507,31.2012
10469,707D0019,1,浦东南路华丰路,121.502,31.1935
10469,6F7C0000,1,浦东南路高科西路（上海长途东站）,121.497,31.1854
10469,6E7C0000,1,浦东南路洪山路,121.495,31.183
10469,6D7B0001,1,上南路浦东南路,121.49,31.1792
10469,6C7B0004,1,上南路昌里路,121.491,31.1757
10469,6B7B0004,1,上南路德州路,121.492,31.1725
10469,6A7B0001,1,上南路杨思路,121.493,31.1634
10469,687C0001,1,海阳路上南路,121.495,31.1589
10469,687B0002,1,海阳路灵岩南路,121.492,31.1578
10469,687A0000,1,海阳路长清路,121.488,31.1563
10470,7C8A0014,0,云山路灵山路,121.571,31.2472
10470,7C8A0001,0,金杨路居家桥路,121.567,31.2486
10470,7C8A0013,0,居家桥路灵山路,121.568,31.2454
10470,7A8B0000,0,白桦路明月路,121.573,31.2376
10470,798A0002,0,明月路黑松路,121.571,31.2344
10470,798A0001,0,黑松路锦绣东路,121.57,31.2321
10470,78890002,0,锦绣路罗山路,121.565,31.2288
10470,77870001,0,锦绣路芳甸路,121.556,31.2252
10470,78870001,0,迎春路金松路,121.553,31.227
10470,77860005,0,迎春路长柳路,121.55,31.226
10470,77860002,0,迎春路民生路,121.548,31.2254
10470,77850000,0,浦东新区办公中心,121.541,31.2243
10470,77840003,0,丁香路锦带路,121.538,31.2255
10470,77840000,0,世纪大道丁香路,121.536,31.2233
10470,78840002,0,桃林路杨源路,121.538,31.2288
10470,79850002,0,灵山路民生路,121.54,31.2315
10470,79850005,0,民生路灵山路,121.543,31.2332
10470,7A840003,0,民生路张杨路,121.541,31.2361
10470,7B840001,0,民生路沈家弄路,121.539,31.2402
10470,7C840005,0,民生路浦东大道,121.537,31.2442
10470,7C830013,0,昌邑路民生路,121.534,31.2475
10470,7C82000B,0,昌邑路桃林路,121.529,31.2461
10470,7C81000B,0,昌邑路源深路,121.523,31.2445
10470,7B800004,0,其昌栈渡口,121.515,31.2443
10470,7B800004,1,其昌栈渡口,121.515,31.2443
10470,7C82000C,1,昌邑路源深路,121.525,31.245
10470,7C830011,1,昌邑路桃林路,121.531,31.2467
10470,7C830012,1,昌邑路民生路,121.534,31.2477
10470,7C840004,1,民生路浦东大道,121.536,31.2451
10470,7B840000,1,民生路沈家弄路,121.539,31.241
10470,7A840002,1,民生路张杨路,121.54,31.237
10470,79850004,1,民生路灵山路,121.542,31.2335
10470,79850003,1,灵山路民生路,121.541,31.2319
10470,78840003,1,桃林路杨源路,121.538,31.2283
10470,77840002,1,世纪大道丁香路,121.536,31.2231
10470,77840001,1,浦东新区办公中心,121.541,31.2245
10470,77860001,1,迎春路民生路,121.548,31.2254
10470,77860000,1,迎春路长柳路,121.55,31.226
10470,78870000,1,迎春路金松路,121.554,31.2269
10470,78890004,1,锦绣路罗山路,121.563,31.2276
10470,798A0000,1,黑松路锦绣东路,121.57,31.2323
10470,798A0003,1,明月路黑松路,121.571,31.2343
10470,7A8B0003,1,白桦路明月路,121.573,31.2371
10470,7C8A0012,1,居家桥路灵山路,121.569,31.2441
10470,7C8A0014,1,云山路灵山路,121.571,31.247
10471,81920000,0,永业路佳虹路,121.609,31.2672
10471,8092000B,0,永建路佳林路,121.611,31.2661
10471,81910007,0,金高路佳林路,121.605,31.2692
10471,81900003,0,东陆路金高路,121.603,31.2677
10471,81900001,0,杨高北路东陆路,121.6,31.2679
10471,7E8F0000,0,杨高中路金海路,121.596,31.2571
10471,7D8D0000,0,杨高中路金桥路,121.584,31.249
10471,7B8B0005,0,杨高中路云山路,121.572,31.2427
10471,7B8A0001,0,杨高中路德平路,121.568,31.2408
10471,7A880001,0,杨高中路崮山路,121.558,31.2363
10471,79860001,0,杨高中路芳甸路,121.552,31.2328
10471,78850000,0,杨高中路杨源路,121.543,31.2294
10471,76830001,0,杨高南路峨山路,121.531,31.2182
10471,75820000,0,杨高南路蓝村路,121.529,31.2141
10471,75820003,0,蓝村路东方路,121.527,31.2136
10471,74810001,0,东方路蓝村路,121.523,31.2125
10471,73810000,0,东方路浦建路,121.52,31.2082
10471,72800003,0,东方路龙阳路,121.519,31.206
10471,72800001,0,东方路东三里桥路,121.517,31.2018
10471,717F0004,0,兰陵路临沂路,121.512,31.1971
10471,717F0004,1,兰陵路临沂路,121.512,31.1971
10471,717F0000,1,临沂路兰陵路,121.51,31.1987
10471,72800000,1,东方路东三里桥路,121.516,31.2006
10471,72800002,1,东方路龙阳路,121.518,31.2037
10471,74810000,1,东方路浦建路,121.521,31.2089
10471,74810003,1,东方路蓝村路,121.523,31.2119
10471,75820004,1,蓝村路东方路,121.526,31.2138
10471,76830000,1,杨高南路峨山路,121.531,31.2176
10471,78850002,1,杨高中路杨源路,121.541,31.2283
10471,79860000,1,杨高中路芳甸路,121.552,31.2327
10471,7B8B0003,1,杨高中路云山路,121.575,31.2439
10471,7C8D0000,1,杨高中路金桥路,121.582,31.2476
10471,7F8F0000,1,杨高北路金海路,121.598,31.2591
10471,81900000,1,杨高北路东陆路,121.6,31.266
10471,81900004,1,东陆路金高路,121.602,31.2677
10471,81910000,1,佳林路金高路,121.605,31.2691
10471,81920000,1,永业路佳虹路,121.609,31.2671
10472,7A7B0000,0,陆家嘴,121.493,31.2385
10472,7A7C0001,0,陆家嘴环路名商路,121.496,31.2389
10472,797D0005,0,陆家嘴环路东泰路,121.5,31.2343
10472,797F0004,0,浦东南路商城路,121.51,31.2328
10472,777F0000,0,浦东南路张杨路,121.514,31.2238
10472,767F0002,0,浦东南路浦电路,121.514,31.2216
10472,757F0001,0,浦东南路宁阳路,121.514,31.2146
10472,747F0001,0,浦东南路浦建路,121.512,31.2119
10472,757B0002,0,陆家浜路跨龙路,121.491,31.2151
10472,757A0005,0,陆家浜路大兴街,121.484,31.2142
10472,74780001,0,徐家汇路黄陂南路,121.473,31.2115
10472,73760002,0,打浦桥,121.465,31.2074
10472,73740002,0,肇嘉浜路大木桥路,121.454,31.2041
10472,72730005,0,肇嘉浜路枫林路,121.45,31.2032
10472,71710001,0,肇嘉浜路天平路（徐家汇）,121.438,31.1983
10472,6E700000,0,上海体育馆,121.435,31.1853
10472,6E700000,1,上海体育馆,121.435,31.1852
10472,71710000,1,肇家浜路天平路（徐家汇）,121.438,31.1971
10472,72730002,1,肇嘉浜路枫林路,121.45,31.2023
10472,73740004,1,肇嘉浜路大木桥路,121.455,31.2043
10472,73760004,1,打浦桥,121.464,31.2072
10472,74780002,1,徐家汇路黄陂南路,121.473,31.2115
10472,757A0004,1,陆家浜路大兴街,121.483,31.214
10472,757B0003,1,陆家浜路跨龙路,121.491,31.2149
10472,757F0000,1,浦东南路宁阳路,121.514,31.2146
10472,76800000,1,浦东南路浦电路,121.514,31.2226
10472,797E0006,1,东昌路浦东南路,121.509,31.235
10472,797E0004,1,陆家嘴环路东泰路,121.502,31.2346
10472,7A7C0002,1,陆家嘴环路名商路,121.496,31.2374
10472,7A7B0000,1,陆家嘴,121.493,31.2385
10473,59770001,0,塘口,121.471,31.0887
10473,5A790001,0,中华,121.48,31.0912
10473,5B7D0015,0,陈行,121.502,31.0986
10473,5C7D0001,0,漕河泾出口加工区（浦江）,121.5,31.1042
10473,607C0001,0,恒星,121.494,31.1198
10473,627B000C,0,浦星公路红临路,121.491,31.1269
10473,667A0002,0,上浦路济阳路,121.485,31.1468
10473,667B0003,0,上浦路长清路,121.488,31.1475
10473,657B0002,0,长清路凌兆路,121.491,31.1453
10473,667C0006,0,灵岩南路凌兆路,121.495,31.1459
10473,667C0004,0,灵岩南路上浦路,121.494,31.1493
10473,687B0005,0,杨思中学,121.492,31.1559
10473,687B0001,0,灵岩南路海阳路,121.492,31.1583
10473,697B0001,0,杨思路灵岩南路,121.488,31.1622
10473,697A0000,0,杨思路西营南路,121.483,31.16
10473,75760000,0,重庆南路建国中路,121.468,31.2136
10473,75760001,0,重庆南路复兴中路,121.466,31.2165
10473,75750000,0,瑞金二路复兴中路,121.46,31.2172
10473,76760000,0,淮海中路思南路,121.462,31.2219
10473,76760000,1,淮海中路思南路,121.463,31.2221
10473,77770008,1,重庆南路淮海中路,121.467,31.2229
10473,76760001,1,重庆南路复兴中路,121.466,31.2184
10473,75760002,1,重庆南路建国中路,121.467,31.2134
10473,69790000,1,杨思路西营南路,121.482,31.1594
10473,697B0000,1,杨思路灵岩南路,121.488,31.1623
10473,687B0000,1,灵岩南路海阳路,121.492,31.1586
10473,687B0004,1,杨思中学,121.492,31.1564
10473,667C0003,1,灵岩南路上浦路,121.493,31.1496
10473,667C0002,1,灵岩南路凌兆路,121.495,31.146
10473,667B0007,1,长清路凌兆路,121.492,31.1448
10473,667B0002,1,上浦路长清路,121.489,31.1476
10473,667A0001,1,上浦路济阳路,121.485,31.1468
10473,627B000E,1,浦星公路红临路,121.491,31.1275
10473,5F7C0000,1,恒星,121.495,31.1171
10473,5D7C0000,1,漕河泾出口加工区（浦江）,121.498,31.1068
10473,5B7D0016,1,陈行,121.501,31.0982
10473,5A790000,1,中华,121.479,31.0909
10473,59770001,1,塘口,121.471,31.0888
104731,66840000,0,东泰林路,121.541,31.1463
104731,66840002,0,西泰林路浦三路,121.536,31.1453
104731,66830002,0,西泰林路永泰路,121.533,31.1468
104731,66820003,0,永泰路环林东路,121.526,31.1462
104731,65810000,0,永泰路泰环路,121.52,31.1447
104731,65800000,0,永泰路环林西路,121.515,31.143
104731,657F0000,0,永泰路上南路,121.511,31.1411
104731,657F0003,0,上南路永泰路,121.509,31.1411
104731,667E0000,0,上南路三林路,121.504,31.1479
104731,677D0002,0,上南路华夏西路,121.502,31.1525
104731,687C0002,0,上南路海阳路,121.497,31.1569
104731,6A7B0002,0,上南路杨思路,121.493,31.1632
104731,697B0001,0,杨思路灵岩南路,121.488,31.1621
104731,697A0000,0,杨思路西营南路,121.483,31.16
104731,75760000,0,重庆南路建国中路,121.467,31.214
104731,75760001,0,重庆南路复兴中路,121.466,31.2165
104731,75750000,0,瑞金二路复兴中路,121.46,31.2171
104731,76760000,0,淮海中路思南路,121.463,31.2222
104731,76760000,1,淮海中路思南路,121.463,31.2221
104731,77770008,1,重庆南路淮海中路,121.467,31.2229
104731,76760001,1,重庆南路复兴中路,121.466,31.2193
104731,75760002,1,重庆南路建国中路,121.467,31.2134
104731,69790000,1,杨思路西营南路,121.482,31.1593
104731,697B0000,1,杨思路灵岩南路,121.489,31.1623
104731,6A7B0001,1,上南路杨思路,121.493,31.1633
104731,687C0000,1,上南路海阳路,121.497,31.1574
104731,677D0000,1,上南路华夏西路,121.501,31.1529
104731,667D0000,1,上南路三林路,121.504,31.1477
104731,657F0001,1,永泰路上南路,121.512,31.1416
104731,65800001,1,永泰路环林西路,121.515,31.143
104731,65810002,1,永泰路泰环路,121.52,31.1446
104731,66820002,1,永泰路环林东路,121.525,31.1457
104731,66830003,1,西泰林路永泰路,121.533,31.1464
104731,66840001,1,西泰林路浦三路,121.535,31.145
104731,66840000,1,东泰林路,121.541,31.1463
10474,84920012,0,源华路双桥路,121.609,31.2846
10474,84910002,0,金高路源华路,121.606,31.2839
10474,84910000,0,巨峰路金高路,121.606,31.2822
10474,84920002,0,巨峰路金京路,121.611,31.2819
10474,83940000,0,申江路巨峰路,121.621,31.2797
10474,82940000,0,申江路秦桥路,121.621,31.2742
10474,81940000,0,申江路金海路,121.621,31.2683
10474,80940000,0,申江路新金桥路,121.621,31.2651
10474,7E94000F,0,申江路宁桥路,121.621,31.254
10474,7D940000,0,川桥路申江路,121.62,31.2504
10474,7D930001,0,云桥路金豫路,121.614,31.2519
10474,7D910002,0,云桥路金湘路,121.607,31.2504
10474,7C900003,0,云桥路金沪路,121.603,31.2493
10474,7D900000,0,金沪路宁桥路,121.6,31.2521
10474,7D8F0001,0,新金桥路金藏路,121.595,31.2513
10474,7C8E0000,0,新金桥路金桥路,121.589,31.248
