"","id","DMSM1","address","time"
"342",342,"伤人事故","新车公路三浜路东北约10米","2014-8-20 5:05:00"
"343",343,"死亡事故","宝杨路江杨北路(东)东约1米","2014-9-23 18:12:00"
"344",344,"死亡事故","胜辛北路汇荣路北约1米","2014-11-17 17:28:00"
"345",345,"死亡事故","沪昆高速出沪方向新浜入口匝道","2014-10-7 14:33:00"
"346",346,"伤人事故","新松江路出三新北路东约500米","2014-12-8 11:31:00"
"347",347,"死亡事故","沪陕高速东侧44km约700米","2014-8-8 2:58:00"
"348",348,"死亡事故","新松江路进西林北路西约100米","2014-9-14 23:19:00"
"349",349,"死亡事故","百安公路园耀路东约1米","2014-10-2 6:03:00"
"350",350,"死亡事故","沈海高速西侧亭卫公路出口","2014-10-20 21:05:00"
"351",351,"死亡事故","京沪高速进沪1216.3km约0米","2014-11-17 21:15:00"
"352",352,"伤人事故","打浦路隧道中山南一路南约200米","2014-7-21 9:52:00"
"353",353,"死亡事故","水产路进铁力路东约100米","2014-11-7 15:18:00"
"354",354,"死亡事故","华夏中路张江路东约1米","2014-10-11 11:00:00"
"355",355,"死亡事故","长石公路进甘德公路(东)南约200米","2014-10-2 21:44:00"
"356",356,"死亡事故","车亭公路进同建公路南约500米","2014-10-27 12:45:00"
"357",357,"死亡事故","沈海高速东侧亭卫公路入口前约20米","2015-1-20 9:38:00"
"358",358,"死亡事故","真南路出真北路西约50米","2014-11-20 10:20:00"
"359",359,"死亡事故","内环高架外侧浦东内环高架内圈锦绣下匝道前约300米","2014-10-26 22:57:00"
"360",360,"伤人事故","中山北路光新路东约5米","2014-10-4 6:35:00"
"361",361,"伤人事故","漕溪北路出南丹东路约5米","2014-8-19 22:38:00"
"362",362,"死亡事故","中兴路共和新路北约1米","2014-11-3 14:16:00"
"363",363,"伤人事故","三鲁公路沈杜公路北约30米","2014-11-26 12:56:00"
"364",364,"死亡事故","桂林路进吴中路南约250米","2014-12-26 20:01:00"
"365",365,"死亡事故","瑞虹路出天镇路北约50米","2014-11-26 10:42:00"
"366",366,"死亡事故","富联路进宝安公路北约60米","2014-7-10 20:25:00"
"367",367,"伤人事故","长江西路进郁江巷路西约500米","2014-8-7 14:36:00"
"368",368,"死亡事故","泗陈公路进沪松公路西约100米","2014-10-18 11:14:00"
"369",369,"死亡事故","浦东北路航津路北约1米","2014-12-3 18:50:00"
"370",370,"死亡事故","华泾路出位育路西约50米","2014-7-30 15:57:00"
"371",371,"伤人事故","北青公路华翔路西北约5米","2014-10-13 15:52:00"
"372",372,"伤人事故","友谊路铁力路路口","友谊路铁力路路口"
"373",373,"伤人事故","中春路颛盛路北约30米","2014-9-11 20:00:00"
"374",374,"死亡事故","古棕路出美人蕉路西约200米","2014-8-23 8:35:00"
"375",375,"伤人事故","南大路出制革路西约10米","2014-11-10 21:29:00"
"376",376,"伤人事故","联友路出纪高路北约200米","2014-9-18 12:21:00"
"377",377,"死亡事故","吴中路合川路东约0米","2014-10-14 11:35:00"
"378",378,"死亡事故","大叶公路车亭公路东约5米","2014-10-21 19:54:00"
"379",379,"死亡事故","中原路翔殷路北约200米","2014-9-23 23:20:00"
"380",380,"伤人事故","联友路纪高路西北约3米","2014-12-6 6:23:00"
"381",381,"死亡事故","真光路出梅川路南约150米","2014-7-18 11:45:00"
"382",382,"死亡事故","卫行路出华夏西路南约360米","2014-9-15 13:36:00"
"383",383,"死亡事故","金廊公路进亭枫公路南约1000米","2014-11-9 21:00:00"
"384",384,"死亡事故","合五公路进北沿公路南约1100米","2014-10-15 17:50:00"
"385",385,"死亡事故","翠竹路进佘山岛路东约200米","2014-11-8 19:07:00"
"386",386,"死亡事故","松金公路亭枫公路东南约3米","2014-12-28 19:55:00"
"387",387,"伤人事故","昆港公路出光华路南约100米","2015-1-13 17:04:00"
"388",388,"死亡事故","川沙路迎宾高速北侧川沙路上匝道北约1米","2014-12-23 18:20:00"
"389",389,"死亡事故","叶新公路进松金公路东约800米","2014-11-3 12:28:00"
"390",390,"死亡事故","榕桥路金京路东约2米","2014-12-18 14:42:00"
"391",391,"伤人事故","昆港公路出佘天昆公路南约300米","2014-12-6 9:08:00"
"392",392,"死亡事故","曹杨路出固川路北约80米","2014-10-16 15:22:00"
"393",393,"死亡事故","华申路富特西一路东约00米","2014-11-11 9:55:00"
"394",394,"伤人事故","虹梅路出吴中路南约50米","2014-12-5 9:42:00"
"395",395,"死亡事故","东海大道进能源路西约300米","2014-11-3 10:08:00"
"396",396,"伤人事故","浦星公路永南路北约0米","2014-11-17 20:38:00"
"397",397,"死亡事故","东亭路进晚霞路南约300米","2015-1-30 8:46:00"
"398",398,"死亡事故","江川路进昆阳路西约1000米","2014-9-23 19:10:00"
"399",399,"死亡事故","杨高北路东陆路东约10米","2014-9-20 19:56:00"
"400",400,"伤人事故","江川路菱川路东约0米","2014-11-30 17:10:00"
"401",401,"伤人事故","周家嘴路进通州路东约50米","2014-10-25 11:55:00"
"402",402,"伤人事故","江川路出瑞丽路西约150米","2014-12-12 14:09:00"
"403",403,"死亡事故","锦绣路进高青路南约150米","2014-10-23 14:20:00"
"404",404,"伤人事故","三鲁公路东方一路北约10米","2014-10-29 18:48:00"
"405",405,"死亡事故","叶庄公路东侧1km约200米","2014-12-3 19:31:00"
"406",406,"死亡事故","川桥路金港路东约1米","2015-1-28 17:25:00"
"407",407,"伤人事故","玉树路出松汇西路南约100米","2015-1-2 14:15:00"
"408",408,"死亡事故","博园路联西路东约1米","2014-11-22 17:25:00"
"409",409,"死亡事故","金昌西路嘉松北路北约2米","2014-11-17 19:00:00"
"410",410,"伤人事故","上海绕城高速西侧129.2km约20米","2015-1-6 22:22:00"
"411",411,"死亡事故","环城南路环城西路东约1米","2015-1-8 7:44:00"
"412",412,"伤人事故","沪松公路张泾路东约1米","2015-1-13 7:46:00"
"413",413,"死亡事故","三双公路出利民路北约200米","2015-1-9 8:15:00"
"414",414,"死亡事故","九泾路进涞寅路北约3米","2014-12-10 7:53:00"
"415",415,"死亡事故","杨高中路进金新路西约10米","2015-2-24 22:25:00"
"416",416,"伤人事故","兰竹路出青杉路北约100米","2014-10-29 18:36:00"
"417",417,"死亡事故","人民北路进思贤路南约100米","2014-9-18 18:34:00"
"418",418,"死亡事故","目华路出北河路北约37米","2014-10-7 17:29:00"
"419",419,"死亡事故","沪南公路沉香村","2014-11-3 16:10:00"
"420",420,"死亡事故","望园路进航南公路北约1000米","2014-9-7 6:25:00"
"421",421,"死亡事故","娄陆公路嘉唐公路东约1000米","2014-11-3 17:14:00"
"422",422,"死亡事故","海湾路南海公路东约2米","2014-10-18 16:50:00"
"423",423,"死亡事故","港沿公路出草港公路北约500米","2014-12-8 9:05:00"
"424",424,"伤人事故","莘砖公路出九新公路东约120米","2015-1-8 7:18:00"
"425",425,"死亡事故","虹梅南路出金都路北约300米","2014-11-24 19:05:00"
"426",426,"死亡事故","吴中路进虹梅路西约150米","2015-1-14 4:06:00"
"427",427,"死亡事故","昆港公路港兴路东约10米","2014-11-5 8:20:00"
"428",428,"死亡事故","老芦公路进同顺大道北约1000米","2014-10-26 15:15:00"
"429",429,"伤人事故","松东路出环城路北约200米","2015-1-14 19:50:00"
"430",430,"伤人事故","龙源路进文汇路北约800米","2015-1-23 21:10:00"
"431",431,"死亡事故","东川路天星路西约0米","2015-3-2 9:46:00"
"432",432,"死亡事故","田东路出漕东支路东约150米","2014-11-11 12:26:00"
"433",433,"死亡事故","团青公路北唐路东约1米","2014-12-2 20:15:00"
"434",434,"死亡事故","虹桥路出中山西路东约250米","2015-1-17 22:05:00"
"435",435,"伤人事故","水产路进牡丹江路西约100米","2014-12-14 8:55:00"
"436",436,"死亡事故","周祝公路进南祝路(西)西约1000米","2014-10-3 9:15:00"
"437",437,"伤人事故","三鲁公路联航路北约0米","2014-11-9 13:29:00"
"438",438,"死亡事故","月春路进月罗路南约100米","2014-10-10 8:53:00"
"439",439,"死亡事故","江杨北路东侧0km约98米","2014-8-15 7:28:00"
"440",440,"死亡事故","外环高速东侧71.5km前约0米","2014-11-19 1:39:00"
"441",441,"死亡事故","崧泽大道诸光路东南约5米","2014-11-23 11:39:00"
"442",442,"伤人事故","北青公路华翔路西南约15米","2015-1-25 17:03:00"
"443",443,"伤人事故","浦星公路进鲁南路北约500米","2014-9-28 7:20:00"
"444",444,"伤人事故","沧源路进景谷东路北约150米","2015-3-20 7:35:00"
"445",445,"死亡事故","漕廊公路进秦弯路东约1000米","2014-12-18 10:42:00"
"446",446,"死亡事故","虹桥路出凯旋路西约20米","2014-12-4 17:41:00"
"447",447,"死亡事故","平庄西路六墩村中心路东约1米","2014-11-14 11:06:00"
"448",448,"死亡事故","朗枫路沪太路东约1米","2014-10-26 7:15:00"
"449",449,"死亡事故","沪南公路沉香村","2014-11-30 17:50:00"
"450",450,"死亡事故","南<U+FFFD>藻路进南<U+FFFD>藻支路东约200米","2014-11-17 17:08:00"
"451",451,"死亡事故","浦卫公路进科工路北约200米","2014-9-8 22:00:00"
"452",452,"死亡事故","秀沿路进康新公路东约150米","2014-10-2 22:49:00"
"453",453,"死亡事故","北陈公路出陈彷公路北约1000米","2014-11-23 9:25:00"
"454",454,"伤人事故","元江路莲花南路西约0米","2014-9-29 21:44:00"
"455",455,"伤人事故","浦星公路沈杜公路北约0米","2015-1-20 19:32:00"
"456",456,"伤人事故","浦星公路进联航路北约150米","2014-10-23 10:10:00"
"457",457,"死亡事故","东川公路金海路东约2米","2015-1-1 4:17:00"
"458",458,"伤人事故","吴中路进吴宝路东约5米","2014-12-15 15:55:00"
"459",459,"死亡事故","奉柘公路进钦林南路东约100米","2014-12-14 17:30:00"
"460",460,"死亡事故","伊宁路环南四路(南)西约100米","2014-12-16 18:32:00"
"461",461,"死亡事故","胡桥新街进浦卫公路东约150米","2014-12-29 8:05:00"
"462",462,"死亡事故","漕盈公路清河湾路(南)南约10米","2015-1-14 17:37:00"
"463",463,"死亡事故","浦卫公路光明中心路西约300米","2014-11-8 10:30:00"
"464",464,"死亡事故","沔北路孙桥路西约1000米","2014-10-2 20:30:00"
"465",465,"死亡事故","川沙路进川图路北约2米","2014-12-21 17:50:00"
"466",466,"伤人事故","辰花公路龙源路北约10米","2015-1-24 12:27:00"
"467",467,"死亡事故","南芦公路出马五公路西约400米","2014-9-22 16:15:00"
"468",468,"伤人事故","剑川路进沧源路东约300米","2014-10-28 13:00:00"
"469",469,"死亡事故","新闸路石门二路西约2米","2014-10-14 10:02:00"
"470",470,"死亡事故","嘉新公路宝安公路东约1米","2014-11-10 14:43:00"
"471",471,"死亡事故","浦星公路进奉柘公路西约100米","2014-12-25 7:00:00"
"472",472,"财产损失事故","沪太路行知路东约1米","2014-12-29 7:30:00"
"473",473,"死亡事故","宝杨路通达路东约1米","2014-11-1 20:53:00"
"474",474,"死亡事故","金陵中路进普安路东约70米","2014-9-25 22:45:00"
"475",475,"死亡事故","奎照路进凉城路西约100米","2014-11-23 15:52:00"
"476",476,"死亡事故","外环高速东侧75.6km约1米","2014-11-4 5:30:00"
"477",477,"死亡事故","金沪路新金桥路东约10米","2014-10-26 15:12:00"
"478",478,"死亡事故","曹安公路万镇路西约200米","2014-11-30 10:58:00"
"479",479,"死亡事故","大叶公路东侧25km约100米","2014-9-9 5:33:00"
"480",480,"死亡事故","外环高速外侧18km约50米","2014-10-14 9:34:00"
"481",481,"死亡事故","江杨南路进长江西路南约1377米","2014-10-5 13:55:00"
"482",482,"死亡事故","四川北路海宁路西约00米","2014-11-18 10:11:00"
"483",483,"死亡事故","东川公路凌白公路东约1米","2014-12-10 10:55:00"
"484",484,"死亡事故","广富林路辰塔路西南约15米","2014-12-9 15:55:00"
"485",485,"死亡事故","武宁南路康定路南约8米","2014-11-1 14:45:00"
"486",486,"死亡事故","申嘉湖高速西侧33km约300米","2014-11-14 2:50:00"
"487",487,"伤人事故","牡丹江路盘古路路口","2014-12-29 17:18:00"
"488",488,"死亡事故","世博大道进白莲泾路南约10米","2015-1-8 10:50:00"
"489",489,"死亡事故","新环东路进牌楼东路东约150米","2015-1-3 15:16:00"
"490",490,"死亡事故","鲁班路斜土路北约0米","2014-9-27 10:35:00"
"491",491,"死亡事故","沪昆高速西侧沪昆高速枫泾收费站广场前约100米","2014-11-21 12:50:00"
"492",492,"伤人事故","共和新路出大宁路北约500米","2015-1-13 19:22:00"
"493",493,"死亡事故","胜竹路永新路东约0米","2014-11-13 19:05:00"
"494",494,"死亡事故","航南公路出泰西路西约5米","2014-12-27 17:30:00"
"495",495,"死亡事故","浦星公路东侧30km约100米","2014-12-27 7:10:00"
"496",496,"死亡事故","古北路出长宁路南约10米","2014-11-14 10:48:00"
"497",497,"死亡事故","北<U+009C><U+FFFD><U+FFFD>烦龊旒陈繁痹<U+FFFD>米","2014-12-5 5:20:00"
"498",498,"死亡事故","嫩江路出中原路西约150米","2014-11-18 14:10:00"
"499",499,"财产损失事故","樟岭路盘古路东约0米","2014-12-29 23:28:00"
"500",500,"死亡事故","扶港路进大叶公路北约100米","2014-11-2 18:46:00"
"501",501,"死亡事故","亭卫公路进大慈路南约200米","2014-11-10 8:10:00"
"502",502,"死亡事故","其他路蔷薇村","其他路蔷薇村"
"503",503,"死亡事故","沪太路出华阴路北约60米","2014-11-7 11:07:00"
"504",504,"死亡事故","徐潘路出劳动路东约300米","2014-11-21 17:55:00"
"505",505,"伤人事故","港建路申东路口","2014-11-14 9:17:00"
"506",506,"伤人事故","博园路新黄路西约10米","2014-12-14 6:00:00"
"507",507,"死亡事故","冠生园路出桂林路东约100米","2014-12-19 12:18:00"
"508",508,"死亡事故","华宁路出北松公路南约300米","2015-1-3 6:30:00"
"509",509,"死亡事故","车亭公路出叶新公路北约1000米","2014-12-26 22:50:00"
"510",510,"死亡事故","南六公路出宣春路南约500米","2014-9-15 14:20:00"
"511",511,"死亡事故","长江路长江南路西约30米","2014-12-12 22:46:00"
"512",512,"死亡事故","四川北路邢家桥南路北约20米","2014-11-8 8:40:00"
"513",513,"死亡事故","卖新公路马明路西北约10米","2014-10-7 17:06:00"
"514",514,"伤人事故","泗砖路出长施公路南约70米","2014-12-20 9:43:00"
"515",515,"死亡事故","沪城环路出橄榄路南约200米","2014-10-5 21:45:00"
"516",516,"死亡事故","沪南公路出沈庄路南约100米","2014-11-2 18:40:00"
"517",517,"财产损失事故","江杨北路进富锦路北约20米","2014-12-29 15:00:00"
"518",518,"伤人事故","辰花路出沪松公路西约10米","2014-10-24 7:37:00"
"519",519,"伤人事故","富特中路出新灵路北约50米","2014-10-28 8:33:00"
"520",520,"死亡事故","沈石路进宝安公路西约100米","2014-12-24 21:18:00"
"521",521,"伤人事故","荣乐东路出联阳路东约20米","2015-1-19 15:45:00"
"522",522,"伤人事故","中春路北松公路南约200米","2014-10-13 11:11:00"
"523",523,"死亡事故","沪闵路莘建路西约0米","2014-10-24 20:15:00"
"524",524,"死亡事故","北松公路进香泾路东约10米","2014-10-28 8:45:00"
"525",525,"死亡事故","北沿公路进小洋公路东约1500米","2015-1-10 18:00:00"
"526",526,"死亡事故","练西公路进沪青平公路南约1000米","2014-12-22 16:55:00"
"527",527,"死亡事故","临洮路靖远路东约1米","2015-1-1 23:35:00"
"528",528,"死亡事故","北翟路南华街西北约15米","2015-2-24 16:22:00"
"529",529,"死亡事故","金廊公路进朱吕公路北约200米","2014-10-24 20:32:00"
"530",530,"死亡事故","北<U+009C><U+FFFD><U+FFFD>方<U+FFFD>毖毓<U+FFFD>纺显<U+FFFD>000米","2014-10-23 11:32:00"
"531",531,"死亡事故","沪松路进繁华路南约50米","2015-1-2 6:08:00"
"532",532,"死亡事故","吴中路进桂林北路西约200米","2015-1-1 19:30:00"
"533",533,"死亡事故","洛场路进场联路西约100米","2014-10-9 13:19:00"
"534",534,"伤人事故","沪青平公路进前云路南约200米","2015-3-11 8:45:00"
"535",535,"死亡事故","柳湖路树屏路东约1米","2015-3-26 8:43:00"
"536",536,"死亡事故","沪青平公路蟠龙路西北约5米","2015-2-2 7:20:00"
"537",537,"伤人事故","方塔北路美能达路北约20米","2015-4-16 19:48:00"
"538",538,"死亡事故","姚北公路出沪亭南路东约20米","2015-1-5 19:15:00"
"539",539,"死亡事故","练西公路进老朱枫公路西约600米","2015-1-24 14:23:00"
"540",540,"死亡事故","胜辛南路进宝安公路东约300米","2014-12-11 19:55:00"
"541",541,"死亡事故","沪南公路观海路东约1米","2015-1-22 12:56:00"
"542",542,"死亡事故","北翟路七莘路东南约12米","2015-1-7 22:30:00"
"543",543,"伤人事故","泗凤公路刘五公路东约5米","2015-1-1 11:33:00"
"544",544,"死亡事故","顾高公路出陈邵路西约350米","2015-3-3 14:24:00"
"545",545,"死亡事故","张杨北路外环高速外侧张杨北路上匝道西约5米","2014-11-17 20:41:00"
"546",546,"死亡事故","昌里路洪山路东约1米","2014-11-6 11:07:00"
"547",547,"死亡事故","东长治路进高阳路西约100米","2014-10-29 17:00:00"
"548",548,"死亡事故","人民路新开河路北约0米","2014-11-10 18:10:00"
"549",549,"死亡事故","曹杨路进宁夏路北约50米","2014-12-26 20:28:00"
"550",550,"死亡事故","沪宜公路永盛路西约5米","2015-2-22 23:50:00"
"551",551,"死亡事故","江杨北路出友谊路南约200米","2014-9-21 7:43:00"
"552",552,"伤人事故","上海绕城高速东侧139km约900米","2015-1-4 1:05:00"
"553",553,"死亡事故","人民西路进大川公路西约800米","2014-12-19 12:25:00"
"554",554,"死亡事故","金石南路进漕廊公路北约1000米","2014-12-30 14:40:00"
"555",555,"伤人事故","临平路瑞虹路东约0米","2015-1-18 12:50:00"
"556",556,"死亡事故","博乐南路嘉罗公路东约1米","2014-12-27 9:20:00"
"557",557,"死亡事故","叶城路出永盛路西约50米","2015-2-7 1:18:00"
"558",558,"死亡事故","罗北路进罗溪路东约389米","2014-10-12 16:26:00"
"559",559,"死亡事故","外环高速外侧22km约10米","2014-12-8 21:20:00"
"560",560,"死亡事故","泰和路进同济路西约20米","2014-12-7 12:50:00"
"561",561,"伤人事故","联友路进鸣嘉路北约300米","2014-10-29 13:35:00"
"562",562,"死亡事故","沧源路进剑川路南约300米","2014-10-24 10:15:00"
"563",563,"伤人事故","昆港公路进平原街南约50米","2015-1-13 11:45:00"
"564",564,"伤人事故","春申路出虹梅南路东约200米","2014-12-12 8:50:00"
"565",565,"伤人事故","卢浦大桥西侧LDX-048约0米","2014-9-15 7:20:00"
"566",566,"伤人事故","广富林东路中创路南约15米","2014-10-24 17:37:00"
"567",567,"死亡事故","南六公路朱明连路西约1米","2014-11-22 10:30:00"
"568",568,"死亡事故","仙霞西路平塘路东约5米","2014-11-25 6:03:00"
"569",569,"死亡事故","高桥江东路出凌海路北约150米","2014-12-4 6:09:00"
"570",570,"死亡事故","荣乐西路出玉树路东约500米","2015-2-12 5:55:00"
"571",571,"死亡事故","昆阳路剑川路北约200米","2014-10-10 9:40:00"
"572",572,"死亡事故","罗山路博山路西北约5米","2014-9-16 10:48:00"
"573",573,"死亡事故","松卫南路进漕廊公路南约20米","2015-1-7 7:45:00"
"574",574,"死亡事故","沪宜公路进世盛路西约10米","2014-12-22 6:40:00"
"575",575,"死亡事故","五洲大道南侧杨高北路上匝道","2014-11-20 23:20:00"
"576",576,"死亡事故","新元南路两港大道东约5米","2014-9-29 10:23:00"
"577",577,"死亡事故","康桥东路康新公路北约20米","2015-1-24 10:10:00"
"578",578,"死亡事故","外环高速外侧13.3km约1米","2014-12-25 11:40:00"
"579",579,"伤人事故","沪太路纬地路东约1米","2015-3-20 22:20:00"
"580",580,"死亡事故","金石路沪太路路口","金石路沪太路路口"
"581",581,"死亡事故","嘉行公路进施钱路南约1000米","2015-1-14 17:30:00"
"582",582,"死亡事故","林海公路进上塑路北约100米","2014-11-24 15:40:00"
"583",583,"死亡事故","徐曹路开源路东约20米","2014-12-28 17:36:00"
"584",584,"伤人事故","铁山路进水产路南约900米","2015-3-3 15:20:00"
"585",585,"死亡事故","华夏西路进康杉路西约80米","2014-11-10 23:50:00"
"586",586,"死亡事故","其他路洋桥村沈家宅","2014-11-8 18:33:00"
"587",587,"死亡事故","沪嘉高速东侧23公里km约800米","2015-2-4 14:45:00"
"588",588,"死亡事故","大叶公路出车亭公路东约850米","2015-1-1 17:38:00"
"589",589,"伤人事故","松卫北路进塔闵公路北约80米","2015-1-18 12:23:00"
"590",590,"死亡事故","上海绕城高速外侧54.6km约10米","2014-10-14 0:43:00"
"591",591,"死亡事故","七莘路中谊路西约0米","2014-10-25 4:57:00"
"592",592,"死亡事故","金海路顾唐路东约2米","2014-11-29 15:17:00"
"593",593,"伤人事故","长江南路进淞塘路东约200米","2014-12-29 16:30:00"
"594",594,"伤人事故","淞宝路淞青路西约0米","2014-12-29 20:50:00"
"595",595,"死亡事故","宝安公路宝中路东约1米","2014-12-25 16:45:00"
"596",596,"伤人事故","南乐路出新车公路西约200米","2015-1-14 0:05:00"
"597",597,"死亡事故","金石路潘泾路路口","金石路潘泾路路口"
"598",598,"死亡事故","华重公路进嘉松中路西约100米","2015-1-26 10:15:00"
"599",599,"死亡事故","长宁路中山西路南约5米","2014-12-27 20:06:00"
"600",600,"死亡事故","交通路进中山北路西约100米","2014-10-30 20:38:00"
"601",601,"死亡事故","沪太公路曹新公路路口","沪太公路曹新公路路口"
"602",602,"死亡事故","高木桥路进孙环路东约1米","2015-1-15 16:42:00"
"603",603,"伤人事故","叶家公路出沪松公路东约100米","2015-1-24 14:57:00"
"604",604,"死亡事故","老芦公路出塘北路北约500米","2014-11-30 11:40:00"
"605",605,"伤人事故","立跃路万芳路东约10米","2014-10-26 9:45:00"
"606",606,"死亡事故","莘松路出场西路东约300米","2014-11-21 20:15:00"
"607",607,"死亡事故","江杨南路<U+FFFD>藻南路北约1米","2014-12-22 14:06:00"
"608",608,"死亡事故","平庄东路沿钱公路东约3米","2014-9-17 11:10:00"
"609",609,"死亡事故","平庄东路奉柘公路西约200米","2014-10-4 14:10:00"
"610",610,"死亡事故","华山路出江苏路南约200米","2014-10-29 18:09:00"
"611",611,"死亡事故","外环高速内侧85km约100米","2014-12-1 14:07:00"
"612",612,"死亡事故","北大街进温宿路北约500米","2014-12-24 20:45:00"
"613",613,"死亡事故","东川公路金海路东南约15米","2014-12-12 6:12:00"
"614",614,"死亡事故","团城公路进新申公路东约300米","2014-12-26 6:00:00"
"615",615,"伤人事故","陈海公路堡镇北路南约15米","2014-10-6 19:10:00"
"616",616,"死亡事故","川南奉公路出下盐路北约400米","2014-10-18 16:25:00"
"617",617,"死亡事故","其他路康桥镇锦绣华都小区","其他路康桥镇锦绣华都小区"
"618",618,"死亡事故","华夏东路出凌空路东约150米","2015-1-1 3:05:00"
"619",619,"死亡事故","华青南路出沪青平公路北约300米","2014-12-13 2:14:00"
"620",620,"伤人事故","荣乐东路东兴路南约10米","2015-1-14 16:58:00"
"621",621,"死亡事故","荣乐东路松卫北路东南约15米","2015-3-16 7:14:00"
"622",622,"伤人事故","水产路进同泰北路西约200米","2014-10-19 16:00:00"
"623",623,"死亡事故","沈海高速东侧1271.3km约1米","2014-10-31 2:50:00"
"624",624,"死亡事故","外环高速内侧14km约700米","2014-11-21 22:09:00"
"625",625,"死亡事故","申嘉湖高速南侧27.3km约30米","2015-1-27 21:00:00"
"626",626,"死亡事故","沪闵路灯辉路北约50米","2015-1-7 21:00:00"
"627",627,"伤人事故","南京东路西藏中路南约0米","2014-9-11 16:05:00"
"628",628,"死亡事故","申嘉湖高速南侧22.8km约50米","2014-9-24 23:10:00"
"629",629,"死亡事故","新川沙路潘泾路东约1米","2014-11-14 11:14:00"
"630",630,"死亡事故","平遥路沪太路东约1米","2014-11-5 11:36:00"
"631",631,"伤人事故","广富林东路出中凯路西约100米","2015-1-13 18:30:00"
"632",632,"伤人事故","沪松公路广富林路东北约15米","2014-12-30 14:50:00"
"633",633,"伤人事故","古楼公路出嘉松南路东约50米","2014-12-9 6:24:00"
"634",634,"死亡事故","川沙路进民春路南约400米","2015-1-6 18:02:00"
"635",635,"死亡事故","丰华公路丰庄西路西约300米","2014-12-13 7:55:00"
"636",636,"伤人事故","共和新路永和路北约1米","2014-9-26 5:35:00"
"637",637,"死亡事故","沪渝高速南侧25km约600米","2015-1-17 1:55:00"
"638",638,"死亡事故","大叶公路东侧30km约100米","2014-11-30 20:37:00"
"639",639,"死亡事故","高科东路齐爱路东约1米","2014-12-24 13:42:00"
"640",640,"死亡事故","青昆公路出青天路南约50米","2014-11-8 6:00:00"
"641",641,"死亡事故","纪翟路朱建路东南约10米","2014-10-19 23:49:00"
"642",642,"死亡事故","真南路水厂路东约0米","2015-1-15 0:45:00"
"643",643,"死亡事故","航塘公路进南奉公路南约700米","2014-12-18 18:20:00"
"644",644,"死亡事故","白石公路老白石公路南约10米","2014-12-5 5:30:00"
"645",645,"死亡事故","老芦公路港北路口","老芦公路港北路口"
"646",646,"死亡事故","墨玉路进昌吉路北约150米","2014-11-8 17:15:00"
"647",647,"死亡事故","港城路出江泉路东约10米","2014-10-9 20:09:00"
"648",648,"死亡事故","亭卫公路红旗东路东约1米","2014-12-1 9:35:00"
"649",649,"死亡事故","浦星公路出红临路北约300米","2014-10-19 22:23:00"
"650",650,"死亡事故","外环高速外侧75.7km约1米","2014-11-4 22:28:00"
"651",651,"伤人事故","漕宝路莲花路西约5米","2015-3-29 22:47:00"
"652",652,"伤人事故","沪太公路顾太路路口","2015-1-19 8:25:00"
"653",653,"死亡事故","江杨南路呼兰路东约1米","2014-8-27 6:32:00"
"654",654,"死亡事故","松卫北路进泖亭路北约10米","2014-12-15 15:43:00"
"655",655,"死亡事故","长兴路进沪松公路东约20米","2014-12-1 23:34:00"
"656",656,"死亡事故","济阳路进三航路北约500米","2015-1-8 20:30:00"
"657",657,"死亡事故","外环高速东侧30km约1米","2015-4-1 21:55:00"
"658",658,"伤人事故","景谷路华宁路东约0米","2015-1-27 22:30:00"
"659",659,"伤人事故","荣乐东路出方塔北路东约100米","2015-1-13 7:05:00"
"660",660,"死亡事故","银翔路槎溪路东约1米","2014-12-15 16:34:00"
"661",661,"死亡事故","霍山路大连路南约00米","2014-11-22 18:50:00"
"662",662,"死亡事故","沪太路南<U+FFFD>藻路东约1米","2014-12-14 14:41:00"
"663",663,"死亡事故","沈太路进沈砖公路南约4000米","2015-1-16 14:00:00"
"664",664,"死亡事故","虹梅南路进澄江路南约500米","2015-1-8 7:25:00"
"665",665,"死亡事故","<U+FFFD>川公路湄星路(东)西南约1米","2014-12-21 8:30:00"
"666",666,"死亡事故","北沿公路进港沿公路东约1000米","2014-11-1 17:40:00"
"667",667,"死亡事故","大治河路进英墩路西约800米","2014-11-23 9:15:00"
"668",668,"死亡事故","汶水东路出逸仙路西约100米","2014-12-13 1:07:00"
"669",669,"死亡事故","泽普路进墨玉路西约200米","2014-12-4 4:10:00"
"670",670,"死亡事故","银春路沪闵路西约600米","2014-11-24 18:52:00"
"671",671,"死亡事故","漕廊公路进张溪路东约1米","2014-12-2 6:29:00"
"672",672,"死亡事故","其他路港沿镇惠中村","2014-11-8 7:00:00"
"673",673,"死亡事故","环城南路通阳路东约1米","2014-11-5 7:12:00"
"674",674,"死亡事故","高桥江东路进草高公路西约150米","2015-3-17 9:08:00"
"675",675,"死亡事故","沈海高速西侧1314km约47米","2014-12-10 13:27:00"
"676",676,"财产损失事故","泰和路同济路路口东侧约200米处","泰和路同济路路口东侧约200米处"
"677",677,"死亡事故","崧泽大道赵重公路北约5米","2014-11-20 21:30:00"
"678",678,"死亡事故","联杨路进长联路南约100米","2014-12-29 13:58:00"
"679",679,"死亡事故","恒飞路百安公路西约500米","2014-11-14 6:47:00"
"680",680,"死亡事故","世纪大道出商城路东约33米","2014-11-30 22:30:00"
"681",681,"伤人事故","宝钱公路嘉唐公路东约500米","2014-12-20 17:39:00"
